EN_Parent,EN_ID,EN_Level,EN_Card,EN_BT,EN_Desc,EN_DT,CII_Path,CII_Type,CII_Card,CII_Match,CII_Rules
BG-11,BG-12,2,1..1,SELLER TAX REPRESENTATIVE POSTAL  ADDRESS,A group of business terms providing information about the postal address for the tax representative party.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress,E,0..1,,
BG-12,BT-64,3,0..1,Tax representative address line 1,The main address line in an address.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress/ram:LineOne,E,0..1,,
BG-12,BT-65,3,0..1,Tax representative address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress/ram:LineTwo,E,0..1,,
BG-12,BT-164,3,0..1,Tax representative address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress/ram:LineThree,E,0..1,,
BG-12,BT-66,3,0..1,Tax representative city,"The common name of the city, town or village, where the tax representative address is located.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress/ram:CityName,E,0..1,,
BG-12,BT-67,3,0..1,Tax representative post code,The identifier for an addressable group of properties according to the relevant postal service.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress/ram:PostcodeCode,E,0..1,,
BG-12,BT-68,3,0..1,Tax representative country subdivision,The subdivision of a country.,T,/rsm:CrossIndustryInvoice/rsm:Supp]yChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostaITradeAddress/ram:CountrySubDivisionName,E,0..n,CAR-3,
BG-12,BT-69,3,1..1,Tax representative country code,A code identifies country.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTaxRepresentativeTradeParty/ram:PostalTradeAddress/ram:CountryID,E,0..1,,
root,BG-13,1,0..1,DELIVERY INFORMATION,A group of business terms providing information about where and when the goods and services invoiced are delivered.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty,E,0..1,STR-3,
BG-13,BT-70,2,0..1,Deliver to party name,The name of the party to which the goods and services are delivered.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:AppIicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:Name,E,0..1,,
BG-13,BT-71,2,0..1,Deliver to location identifier,An identifier for the location at which the goods and services are delivered.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:ID,E,0..n,"SYN-1, CAR-3","GloballD, if global identifier exists and can be stated in @scheme ID, ID else   "
BG-13,BT-71,2,0..1,Deliver to location identifier,An identifier for the location at which the goods and services are delivered.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:GlobalID,E,0..n,"SYN-1, CAR-3","GloballD, if global identifier exists and can be stated in @scheme ID, ID else"
BT-71,BT71-1,3,0..1,Deliver to location identifier identificati on  scheme identifier,The identification scheme identifier of the Deliver to location identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:GlobalID/@schemeID,A,,,
BG-13,BT-72,2,0..1,Actual delivery date,The date on which the delivery is made.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ActualDeliverySupplyChainEvent/ram:OccurrenceDateTime/udt:DateTimeString,,1..1,,"@format = ""102"""
BG-13,BG-14,2,0..1,DELIVERY OR INVOICE PERIOD,A group of business terms providing information on the invoice period.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod,E,0..1,,
BG-14,BT-73,3,0..1,Invoicing period start date,The date when the Invoice period starts.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString,E,1..1,"SYN-2, CAR-2","@format =""102"""
BT-73,BT-73-1,4,0..1,Invoicing period start date,The date when the Invoice period starts.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString/@format,A,,,"Only value ""102"""
BG-14,BT-74,3,0..1,Invoicing period end date,The date when the Invoice period ends.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeStr!ng,E,1..1,"SYN-2, CAR-2","@format =""102"""
BT-74,BT-74-1,4,0..1,Invoicing period end date,The date when the Invoice period ends.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString/@format,A,,,"Only value ""102"""
BG-13,BG-15,2,0..1,DELIVER TO ADDRESS,A group of business terms providing information about the address to which goods and services invoiced were or are delivered.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress,E,0..1,,
BG-15,BT-75,3,0..1,Deliver to address line 1,The main address line in an address.,T,/rsm:CrossIndustrylnvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineOne,E,0..1,,
BG-15,BT-76,3,0..1,Deliver to address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDeIivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo,E,0..1,,
BG-15,BT-165,3,0..1,Deliver to address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicabIeHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostaITradeAddress/ram:LineThree,E,0..1,,
BG-15,BT-77,3,0..1,Deliver to city,"The common name of the city, town or village, where the deliver to address is located.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CityName,E,0..1,,
BG-15,BT-78,3,0..1,Deliver to post code,The identifier for an addressable group of properties according to the relevant postal service.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode,E,0..1,,
BG-15,BT-79,3,0..1,Deliver to country subdivision,The subdivision of a country.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName,E,0..n,CAR-3,
BG-15,BT-80,3,1..1,Deliver to country code,A code identifies country.,C   ,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountryID,E,0..1,,
root,BG-16,1,0..1,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans,E,0..n,STR-3,
BG-16,BT-81,2,1..1,Payment means type code,"The means, expressed as code, for how a payment is expected to be or has been settled.",C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:TypeCode,E,0..1,CAR-2,
BG-16,BT-82,2,0..1,Payment means text,"The means, expressed as text, for how a payment is expected to be or has been settled.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:Information,E,0..n,CAR-3,
BG-16,BT-83,2,0..1,Remittance information,"A textual value used to establish a link between the payment and the Invoice, issued by the Seller.",T,/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PaymentReference,E,0..n,CAR-3,
BG-16,BG-17,2,0..n,CREDIT TRANSFER,A group of business terms to specify credit transfer payments.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount,E,0..1,STR-3 CAR-4,
BG-17,BT-84,3,1..1,Payment account identifier,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.",I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:IBANID,E,0..1,"CAR-2, SEM-2","Use IBANID if applicable, ProprietarylD else"
BG-17,BT-84,3,1..1,Payment account identifier,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.",I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:ProprietarylD,E,0..1,"CAR-2, SEM-2","Use IBANID if applicable, ProprietarylD else"
BG-17,BT-85,3,0..1,Payment account name,"The name of the payment account, at a payment service provider, to which payment should be made.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:AccountName,E,0..1,,
BG-17,BT-86,3,0..1,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,I,rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinancialInstitution/ram:BICID,E,0..1,,Use for direct debit
BG-17,BT-86,3,0..1,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinancialInstitution/ram:BICID,E,0..1,STR-3,Use for credit transfer
BG-16,BG-18,2,0..1,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard,E,0..1,,
BG-18,BT-87,3,1..1,Payment card primary account number,The Primary Account Number (PAN) of the card used for payment.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramiSpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:ID,E,0..1,CAR-2,
BG-18,BT-88,3,0..1,Payment card holder name,The name of the payment card holder.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:CardholderName,,0..1   ,,
BG-16,BG-19,2,0..1,DIRECT DEBIT,A group of business terms to specify a direct debit.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement,E,1..1,STR-3,
BG-19,BT-89,3,0..1,Mandate reference identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DirectDebitMandatelD,E,0..n,,
BG-19,BT-90,3,0..1,Bank assigned creditor identifier,Unique banking reference identifier of the Payee or Seller assigned by the Payee or Seller bank.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:CreditorReferenceID,E,0..1,,
BG-19,BT-91,3,0..1,Debited account identifier,The account to be debited by the direct debit.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerPartyDebtorFinancialAccount/ram:IBANID,E,0..1,,
root,BG-20,1,0..n,DOCUMENT LEVEL ALLOWANCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeA]lowanceCharge,E,0..n,STR-4,Chargeln dicator = false
BG-20,BT-92,2,1..1,Document level allowance amount,"The amount of an allowance, without VAT.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount,E,0..n,"CAR-2, CAR-3",
BG-20,BT-93,2,0..1,Document level allowance base amount,"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document  level allowance amount.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramiSpecifiedTradeAllowanceCharge/ram:BasisAmount,E,0..1,,
BG-20,BT-94,2,0..1,Document level allowance percentag e,"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document  level allowance amount.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent,E,0..1,,
BG-20,BT-95,2,1..1,Document level allowance VAT category code,A coded identification of what VAT category applies to the document level allowance.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:TypeCode,E,0..1,,"Fixed value ""VAT"""
BG-20,BT-95,2,1..1,Document level allowance VAT category code,A coded identification of what VAT category applies to the document level allowance.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:CategoryCode,E,0..1,,
BG-20,BT-96,2,0..1,Document level allowance VAT rate,"The VAT rate, represented as percentage that applies to the document level allowance.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:RateApplicablePercent,E,0..1,,
BG-20,BT-97,2,0..1,Document level allowance reason,"The reason for the document level allowance, expressed as text.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason,E,0..1,,
BG-20,BT-98,2,0..1,Document level allowance reason code,"The reason for the document level allowance, expressed as a code.  The reason for the document level allowance, expressed as a code.",C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode,E,0..1,,
root,BG-21,1,0..n,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than VAT, applicable to the Invoice as a whole.",,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge,E,0..n,STR-4,Chargeln dicator = true   
BG-21,BT-99,2,1..1,Document level charge amount,"The amount of a charge, without VAT.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramiSpecifiedTradeAllowanceCharge/ram:ActualAmount,E,0..n,"CAR-2, CAR-3",
BG-21,BT-100,2,0..1,Document level charge base amount,"The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level  charge amount.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmount,E,0..1,,
BG-21,BT-101,2,0..1,Document level charge percentag e,"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level  charge amount.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent,E,0..1,,
BG-21,BT-102,2,1..1,Document level charge VAT category code,A coded identification of what VAT category applies to the document level charge.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:TypeCode,E,0..1,,"Fixed value ""VAT"""
BG-21,BT-102,2,1..1,Document level charge VAT category code,A coded identification of what VAT category applies to the document level charge.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:CategoryCode,E,0..1,,
BG-21,BT-103,2,0..1,Document level charge VAT rate,"The VAT rate, represented as percentage that applies to the document level charge.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:RateApplicablePercent,E,0..1,,
BG-21,BT-104,2,0..1,Document level charge reason,"The reason for the document level charge, expressed as text.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramiSpecifiedTradeAllowanceCharge/ram:Reason,E,0..1,,
BG-21,BT-105,2,0..1,Document level charge reason code,"The reason for the document level charge, expressed as a code.",C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifledTradeAllowanceCharge/ram:ReasonCode,E,0..1,,
root,BG-22,1,1..1,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation,E,0..1,,
BG-22,BT-106,2,1..1,Sum of Invoice line net amount,Sum of all Invoice line net amounts in the Invoice.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:LineTotalAmount,E,0..n,"CAR-2, CAR-3",
BG-22,BT-107,2,0..1,Sum of allowance s on document level,Sum of all allowances on document level in the Invoice.,A,/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:AllowanceTotalAmount,E,0..n,CAR-3,
BG-22,BT-108,2,0..1,Sum of charges on document level,Sum of all charges on document level in the Invoice.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:ChargeTotalAmount,E,0..n,CAR-3,
BG-22,BT-109,2,1..1,Invoice total amount without VAT,The total amount of the Invoice without VAT.,A,/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxBasisTotalAmount,E,0..n,"CAR-2, CAR-3",
BG-22,BT-110,2,0..1,Invoice total VAT amount,The total amount for Invoice.,A,/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SperifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount,E,0..n,"STR-4, CAR-3",@currenc yID is mandator y to differenti ate between VAT amount and VAT amount in accountin g currency.
BG-22,BT-111,2,0..1,Invoice total VAT amount in accounting  currency   ,The VAT total amount expressed in the accounting currency accepted or required in the country of the Seller.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount,E,0..n,"STR-4, CAR-3",@currenc yID is mandator y to differenti ate between VAT amount and VAT amount in accountin g currency.
BG-22,BT-112,2,1..1,Invoice total amount with VAT,The total amount of the Invoice with VAT.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:GrandTotalAmount,E,0..n,"CAR-2, CAR-3",
BG-22,BT-113,2,0..1,Paid amount,The sum of amounts which have been paid in advance.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TotalPrepaidAmount,E,0..n,CAR-3,
BG-22,BT-114,2,0..1,Rounding amount,The amount to be added to the invoice total to round the amount to be paid.,A,/rsm:CrosslndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:RoundingAmount,E,0..n,CAR-3,
BG-22,BT-115,2,1..1,Amount due for payment,The outstanding amount that is requested to be paid.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:DuePayableAmount,E,0..n,"CAR-2, CAR-3",
root,BG-23,1,l..n,VAT BREAKDOWN,"A group of business terms providing information about VAT breakdown by different categories, rates and exemption reasons",,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax,E,0..n,CAR-2,
BG-23,BT-116,2,1..1,VAT category taxable amount,Sum of all taxable amounts subject to a specific VAT category code and VAT category rate (if the VAT category rate is  applicable).,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:BasisAmount,E,0..n,"CAR-2, CAR-3",
BG-23,BT-117,2,1..1,VAT category tax amount,The total VAT amount for a given VAT category.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:CalculatedAmount,E,0..n,"CAR-2, CAR-3",
BG-23,BT-118,2,1..1,VAT category code,Coded identification of a VAT category.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:Applicab]eTradeTax/ram:TypeCode,E,0..1,,"Fixed value ""VAT"""
BG-23,BT-118,2,1..1,VAT category code,Coded identification of a VAT category.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettIement/ram:ApplicableTradeTax/ram:CategoryCode,E,0..1,CAR-2,
BG-23,BT-119,2,0..1,VAT category rate,"The VAT rate, represented as percentage that applies for the relevant VAT category.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:RateApplicablePercent,E,0..1,,
BG-23,BT-120,2,0..1,VAT exemption reason text,A textual statement of the reason why the amount is exempted from VAT or why no VAT is being charged,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReason,E,0..1,,
BG-23,BT-121,2,0..1,VAT exemption reason code,A coded statement of the reason for why the amount is exempted from VAT.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReasonCode,E,0..1,,
root,BG-24,1,0..n,ADDITIONAL SUPPORTING DOCUMENTS,A group of business terms providing information about additional supporting documents substantiating the claims made in the  Invoice.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument,E,0..n,,
BG-24,BT-122,2,1..1,Supportin g document reference,An identifier of the supporting document.,0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:IssuerAssignedID,E,0..1,CAR-2,"Use for ""ADDITIONAL SUPPORTING DOCUMENTS"" with TypeCode ""916"""
BG-24,BT-122,2,1..1,Supportin g document reference,An identifier of the supporting document.,0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:TypeCode,E,0..1,CAR-2,"Use for ""ADDITIONAL SUPPORTING DOCUMENTS"" with TypeCode ""916"""
BG-24,BT-123,2,0..1,Supportin g document descriptio n,A description of the supporting document.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:Name,E,0..n,CAR-3,
BG-24,BT-124,2,0..1,External document location,The URL (Uniform Resource Locator) that identifies where the external document is located.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:URIID,E,0..1,,
BG-24,BT-125,2,0..1,Attached document,An attached document embedded as binary object or sent together with the invoice.,B,/rsm:CrosslndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject,E,0..n,CAR-3,
BT-125,BT-125-1,3,1..1,Attached document Mime code,The mime code of the attached document.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject/@mimeCode,A,,CAR-2,
BT-125,BT-125-2,3,1..1,Attached document Filename,The file name of the attached document,S,/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject/@filename,A,,CAR-2,
root,BG-25,1,l..n,INVOICE LINE,A group of business terms providing information on individual Invoice lines.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineltem,E,0..n,CAR-2,
