seq	level	ref	datatype	occurrence	XPath
19470	4	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cbc:Name
19480	4	cbc:Telephone	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cbc:Telephone
19490	4	cbc:Telefax	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cbc:Telefax
19500	4	cbc:ElectronicMail	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cbc:ElectronicMail
19510	4	cbc:Note	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cbc:Note
19520	4	cac:OtherCommunication	CommunicationType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication
19530	5	cbc:ChannelCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication/cbc:ChannelCode
19540	5	cbc:Channel	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication/cbc:Channel
19550	5	cbc:Value	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication/cbc:Value
19560	3	cac:Person	PersonType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person
19570	4	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:ID
19580	4	cbc:FirstName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:FirstName
19590	4	cbc:FamilyName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:FamilyName
19600	4	cbc:Title	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:Title
19610	4	cbc:MiddleName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:MiddleName
19620	4	cbc:OtherName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:OtherName
19630	4	cbc:NameSuffix	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:NameSuffix
19640	4	cbc:JobTitle	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:JobTitle
19650	4	cbc:NationalityID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:NationalityID
19660	4	cbc:GenderCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:GenderCode
19670	4	cbc:BirthDate	Date	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:BirthDate
19680	4	cbc:BirthplaceName	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:BirthplaceName
19690	4	cbc:OrganizationDepartment	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cbc:OrganizationDepartment
19700	4	cac:Contact	ContactType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact
19710	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:ID
19720	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Name
19730	5	cbc:Telephone	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Telephone
19740	5	cbc:Telefax	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Telefax
19750	5	cbc:ElectronicMail	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:ElectronicMail
19760	5	cbc:Note	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cbc:Note
19770	5	cac:OtherCommunication	CommunicationType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:Contact/cac:OtherCommunication
19780	4	cac:FinancialAccount	FinancialAccountType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount
19790	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:ID
19800	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:Name
19810	5	cbc:AliasName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:AliasName
19820	5	cbc:AccountTypeCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:AccountTypeCode
19830	5	cbc:AccountFormatCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:AccountFormatCode
19840	5	cbc:CurrencyCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:CurrencyCode
19850	5	cbc:PaymentNote	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cbc:PaymentNote
19860	5	cac:FinancialInstitutionBranch	BranchType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cac:FinancialInstitutionBranch
19870	5	cac:Country	CountryType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount/cac:Country
19880	4	cac:ResidenceAddress	AddressType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress
19890	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:ID
19900	5	cbc:AddressTypeCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:AddressTypeCode
19910	5	cbc:AddressFormatCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:AddressFormatCode
19920	5	cbc:Postbox	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Postbox
19930	5	cbc:Floor	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Floor
19940	5	cbc:Room	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Room
19950	5	cbc:StreetName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:StreetName
19960	5	cbc:AdditionalStreetName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:AdditionalStreetName
19970	5	cbc:BlockName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:BlockName
19980	5	cbc:BuildingName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:BuildingName
19990	5	cbc:BuildingNumber	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:BuildingNumber
20000	5	cbc:InhouseMail	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:InhouseMail
20010	5	cbc:Department	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Department
20020	5	cbc:MarkAttention	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:MarkAttention
20030	5	cbc:MarkCare	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:MarkCare
20040	5	cbc:PlotIdentification	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:PlotIdentification
20050	5	cbc:CitySubdivisionName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CitySubdivisionName
20060	5	cbc:CityName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CityName
20070	5	cbc:PostalZone	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:PostalZone
20080	5	cbc:CountrySubentity	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CountrySubentity
20090	5	cbc:CountrySubentityCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:CountrySubentityCode
20100	5	cbc:Region	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:Region
20110	5	cbc:District	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:District
20120	5	cbc:TimezoneOffset	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cbc:TimezoneOffset
20130	5	cac:AddressLine	AddressLineType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cac:AddressLine
20140	5	cac:Country	CountryType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cac:Country
20150	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress/cac:LocationCoordinate
20160	3	cac:AgentParty	PartyType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:AgentParty
20170	3	cac:ServiceProviderParty	ServiceProviderPartyType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty
20180	4	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ID
20190	4	cbc:ServiceTypeCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ServiceTypeCode
20200	4	cbc:ServiceType	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ServiceType
20210	4	cac:SellerContact	ContactType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact
20220	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:ID
20230	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Name
20240	5	cbc:Telephone	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Telephone
20250	5	cbc:Telefax	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Telefax
20260	5	cbc:ElectronicMail	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:ElectronicMail
20270	5	cbc:Note	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cbc:Note
20280	5	cac:OtherCommunication	CommunicationType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact/cac:OtherCommunication
20290	3	cac:PowerOfAttorney	PowerOfAttorneyType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:PowerOfAttorney
20300	4	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:ID
20310	4	cbc:IssueDate	Date	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:IssueDate
20320	4	cbc:IssueTime	Time	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:IssueTime
20330	4	cbc:Description	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:Description
20340	3	cac:FinancialAccount	FinancialAccountType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount
20350	4	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:ID
20360	4	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:Name
20370	4	cbc:AliasName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AliasName
20380	4	cbc:AccountTypeCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AccountTypeCode
20390	4	cbc:AccountFormatCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AccountFormatCode
20400	4	cbc:CurrencyCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:CurrencyCode
20410	4	cbc:PaymentNote	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:PaymentNote
20420	4	cac:FinancialInstitutionBranch	BranchType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch
20430	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cbc:ID
20440	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cbc:Name
20450	5	cac:FinancialInstitution	FinancialInstitutionType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cac:FinancialInstitution
20460	5	cac:Address	AddressType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch/cac:Address
20470	4	cac:Country	CountryType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country
20480	5	cbc:IdentificationCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country/cbc:IdentificationCode
20490	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country/cbc:Name
20500	2	cac:ResultOfVerification	ResultOfVerificationType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification
20510	3	cbc:ValidatorID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidatorID
20520	3	cbc:ValidationResultCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidationResultCode
20530	3	cbc:ValidationDate	Date	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidationDate
20540	3	cbc:ValidationTime	Time	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidationTime
20550	3	cbc:ValidateProcess	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidateProcess
20560	3	cbc:ValidateTool	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidateTool
20570	3	cbc:ValidateToolVersion	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cbc:ValidateToolVersion
20580	3	cac:SignatoryParty	PartyType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty
20590	4	cbc:MarkCareIndicator	Indicator	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:MarkCareIndicator
20600	4	cbc:MarkAttentionIndicator	Indicator	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:MarkAttentionIndicator
20610	4	cbc:WebsiteURI	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:WebsiteURI
20620	4	cbc:LogoReferenceID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:LogoReferenceID
20630	4	cbc:EndpointID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:EndpointID
20640	4	cbc:IndustryClassificationCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cbc:IndustryClassificationCode
20650	4	cac:PartyIdentification	PartyIdentificationType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyIdentification
20660	5	cbc:ID	Identifier	1..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyIdentification/cbc:ID
20670	4	cac:PartyName	PartyNameType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyName
20680	5	cbc:Name	Name	1..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyName/cbc:Name
20690	4	cac:Language	LanguageType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language
20700	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language/cbc:ID
20710	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language/cbc:Name
20720	5	cbc:LocaleCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:Language/cbc:LocaleCode
20730	4	cac:PostalAddress	AddressType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress
20740	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:ID
20750	5	cbc:AddressTypeCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:AddressTypeCode
20760	5	cbc:AddressFormatCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:AddressFormatCode
20770	5	cbc:Postbox	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Postbox
20780	5	cbc:Floor	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Floor
20790	5	cbc:Room	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Room
20800	5	cbc:StreetName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:StreetName
20810	5	cbc:AdditionalStreetName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:AdditionalStreetName
20820	5	cbc:BlockName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:BlockName
20830	5	cbc:BuildingName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:BuildingName
20840	5	cbc:BuildingNumber	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:BuildingNumber
20850	5	cbc:InhouseMail	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:InhouseMail
20860	5	cbc:Department	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Department
20870	5	cbc:MarkAttention	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:MarkAttention
20880	5	cbc:MarkCare	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:MarkCare
20890	5	cbc:PlotIdentification	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:PlotIdentification
20900	5	cbc:CitySubdivisionName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CitySubdivisionName
20910	5	cbc:CityName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CityName
20920	5	cbc:PostalZone	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:PostalZone
20930	5	cbc:CountrySubentity	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CountrySubentity
20940	5	cbc:CountrySubentityCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:CountrySubentityCode
20950	5	cbc:Region	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:Region
20960	5	cbc:District	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:District
20970	5	cbc:TimezoneOffset	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cbc:TimezoneOffset
20980	5	cac:AddressLine	AddressLineType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cac:AddressLine
20990	5	cac:Country	CountryType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cac:Country
21000	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PostalAddress/cac:LocationCoordinate
21010	4	cac:PhysicalLocation	LocationType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation
21020	5	cbc:ID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:ID
21030	5	cbc:Description	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:Description
21040	5	cbc:Conditions	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:Conditions
21050	5	cbc:CountrySubentity	Text	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:CountrySubentity
21060	5	cbc:CountrySubentityCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:CountrySubentityCode
21070	5	cbc:LocationTypeCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:LocationTypeCode
21080	5	cbc:InformationURI	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:InformationURI
21090	5	cbc:Name	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cbc:Name
21100	5	cac:ValidityPeriod	PeriodType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:ValidityPeriod
21110	5	cac:Address	AddressType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:Address
21120	5	cac:SubsidiaryLocation	LocationType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:SubsidiaryLocation
21130	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PhysicalLocation/cac:LocationCoordinate
21140	4	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme
21150	5	cbc:RegistrationName	Name	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme/cbc:RegistrationName
21160	5	cbc:CompanyID	Identifier	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme/cbc:CompanyID
21170	5	cbc:TaxLevelCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme/cbc:TaxLevelCode
21180	5	cbc:ExemptionReasonCode	Code	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme/cbc:ExemptionReasonCode
21190	5	cbc:ExemptionReason	Text	0..n	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme/cbc:ExemptionReason
21200	5	cac:RegistrationAddress	AddressType	0..1	/CreditNote/cac:DespatchDocumentReference/cac:ResultOfVerification/cac:SignatoryParty/cac:PartyTaxScheme/cac:RegistrationAddress
