ITCA_Path	level	ITCA_Card	EN_ID	EN_Level	EN_Card	EN_BT	EN_Desc	EN_DT			name	CCL_ID	共通EDI必須	インボイス必須	自動突合対応
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:Name	5	0..n	BT-123	2	0..1	Supportin g document description	A description of the supporting document.	T	110	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject	5	0..n	BT-125	2	0..1	Attached document	An attached document embedded as binary object or sent together with the invoice.	B	111	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject/@mimeCode	6		BT-125-1	3	1..1	Attached document Mime code	The mime code of the attached document.	S	112	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:AttachmentBinaryObject/@filename	6		BT-125-2	3	1..1	Attached document Filename	The file name of the attached document	S	113	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:AdditionalReferencedDocument/ram:ReferenceTypeCode	5	0..1	BT-181	2	0..1	Scheme identifier	The identification scheme identifier of the Invoiced object identifier.   	S	114	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SpecifiedProcuringProject	4	0..1							115	73	プロジェクト調達クラス	UN01011516			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SpecifiedProcuringProject/ram:lD	5	1..1	BT-11	1	0..1	Project reference	The identification of the project the invoice refers to.	0	116	75	プロジェクト番号	UN01000372			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SpecifiedProcuringProject/ram:Name	5	1..1	BT-11	1	0..1	Project reference	The identification of the project the invoice refers to. Fixes value: 'Project reference'	0	117	76	プロジェクト名	UN01000374			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery	3	1..1							118	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty	4	0..1	BG-13	1	0..1	DELIVERY INFORMATION	A group of business terms providing information about where and when the goods and services invoiced are delivered.		119	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:ID	5	0..n	BT-71	2	0..1	Deliver to location identifier	An identifier for the location at which the goods and services are delivered.	I	120	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:GlobalID	5	0..n	BT-71	2	0..1	Deliver to location identifier	An identifier for the location at which the goods and services are delivered.	I	121	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:GlobalID/@schemeID	6		BT-711	3	0..1	Deliver to location identifier identification  scheme identifier	The identification scheme identifier of the Deliver to location identifier.	S	122	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:Name	5	0..1	BT-70	2	0..1	Deliver to party name	The name of the party to which the goods and services are delivered.	T	123	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress	5	0..1	BG-15	2	0..1	DELIVER TO ADDRESS	A group of business terms providing information about the address to which goods and services invoiced were or are delivered.		124	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode	6	0..1	BT-78	3	0..1	Deliver to postcode	The identifier for an addressable group of properties according to the relevant postal service.	T	125	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineOne	6	0..1	BT-75	3	0..1	Deliver to address line 1	The main address line in an address.	T	126	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo	6	0..1	BT-76	3	0..1	Deliver to address line 2	An additional address line in an address that can be used to give further details supplementing the main line.	T	127	↓					
/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineThree	6	0..1	BT-165		0..1	Deliver to address line 3	An additional address line in an address that can be used to give further details supplementing the main line.	T	128	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CityName	6	0..1	BT-77	3	0..1	Deliver to city	The common name of the city, town or village, where the deliver to address is located.	T	129	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountryID	6	0..1	BT-80	3	1..1	Deliver to country code	A code identifies country.	C	130	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName	6	0..n	BT-79	3	0..1	Deliver to country subdivision	The subdivision of a country.	T	131	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ActualDeliverySupplyChainEvent	4	0..1							132	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ActualDeliverySupplyChainEvent/ram:OccurrenceDateTime	5	0..1							133	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ActualDeliverySupplyChainEvent/ram:OccurrenceDateTime/udt:DateTimeString	6	1..1	BT-72	2	0..1	Actual delivery date	The date on which the delivery is made.	D	134	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ActualDeliverySupplyChainEvent/ram:OccurrenceDateTime/udt:DateTimeString/@format	7								135	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:DespatchAdviceReferencedDocument	4	0..1							136	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:DespatchAdviceReferencedDocument/ram:IssuerAssignedID	5	0..1	BT-16	1	0..1	Despatch advice reference	An identifier of a referenced despatch advice.	0	137	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ReceivingAdviceReferencedDocument	4	0..1							138	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ReceivingAdviceReferencedDocument/ram:IssuerAssignedID	5	0..1	BT-15	1	0..1	Receiving advice reference	An identifier of a referenced receiving advice.	0	139	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement	3	1..1	BG-19	2	0..1	DIRECT DEBIT	A group of business terms to specify a direct debit.		140	77	請求書決済クラス	UN01005939			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:CreditorReferenceID	4	0..1	BT-90	3	0..1	Bank assigned creditor identifier	Unique banking reference identifier of the Payee or Seller assigned by the Payee or Seller bank.	I	141	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PaymentReference	4	0..n	BT-83	2	0..1	Remittance information	A textual value used to establish a link between the payment and the Invoice, issued by the Seller.	T	142	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:TaxCurrencyCode	4	0..1	BT-6	1	0..1	VAT accounting currency code	The currency used for VAT accounting and reporting purposes as accepted or required in the country of the Seller.	C	143	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceCurrencyCode	4	0..1	BT-5	1	1..1	Invoice currency code	The currency in which all Invoice amounts are given, except for the Total VAT amount in accounting currency.	C	144	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoicerTradeParty	4	0..1							145	79	請求者クラス	UN01005916			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoicerTradeParty/ram:ID	5	0..1							146	81	請求者コード	UN01005757			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoicerTradeParty/ram:GlobalID	5	0..1							147	82	請求者国際企業コード	UN01005758			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoicerTradeParty/ram:Name	5	0..1							148	83	請求者名称	UN01005759			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:DefinedTradeContact	5	0..1							149	84	連絡先クラス	UN01005761			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:DefinedTradeContact/ram:PersonName	6	0..1							150	87	請求者担当名	UN01005720			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:DefinedTradeContact/ram:DepartmentName	6	0..1							151	88	請求者部門名	UN01005721			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication	6	0..1							152	89	電話通信クラス	UN01005726			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber	7	0..1							153	91	請求者電話番号	UN01005860			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:SpecifiedTaxRegistration	5	0..n							154	92	適格請求書発行事業者登録クラス	UN01005764			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoicerTradeParty/ram:SpecifiedTaxRegistration/ram:ID	6	0..1						I	155	94	適格請求書発行事業者登録番号	UN01005860		◎	
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceeTradeParty	4	0..1							156	95	請求先クラス	UN01005917			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceeTradeParty/ram:ID	5	0..1							157	97	請求先コード	UN01005757			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceeTradeParty/ram:GlobalID	5	0..1							158	98	請求先国際企業コード	UN01005758			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceeTradeParty/ram:Name	5	0..1							159	99	請求先名称	UN01005759			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoiceeTradeParty/ram:DefinedTradeContact	5	0..1							160	100	連絡先クラス	UN01005917			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoiceeTradeParty/ram:DefinedTradeContact/ram:PersonName	6	0..1							161	103	請求先担当名	UN01005720			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoiceeTradeParty/ram:DefinedTradeContact/ram:DepartmentName	6	0..1							162	104	請求先部門名	UN01005721			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoiceeTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication	6	0..1							163	105	電話通信クラス	UN01005726			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:InvoiceeTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber	7	0..1							164	107	請求先電話番号	UN01005860			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty	4	0..1	BG-10	1	0..1	PAYEE	A group of business terms providing information about the Payee, i.e. the role that receives the payment.		165	108	支払先クラス	UN01005918			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:ID	5	0..1	BT-60	2	0..1	Payee identifier	An identifier the Payee.		166	110	支払先コード	UN01005757			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:GlobalID	5	0..1	BT-60	2	0..1	Payee identifier	An identifier the Payee.	I	167	111	支払先国際企業コード	UN01005758			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:GlobalID/@schemeID	6		BT-601	3	0..1	Payee identifier identification scheme identifier	The identification scheme identifier of the Payee identifier.	S	168	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:Name	5	0..1	BT-59	2	1..1	Payee name	The name Payee.	T	169	112	支払先名称	UN01005759			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization	5	0..1							170	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization/ram:ID	6	0..1	BT-61	2	0..1	Payee legal registration identifier	An identifier issued by an official registrar that identifies the Payee as a legal entity or person.	I	171	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemeID	7		BT-611	3	0..1	Payee legal registration identifier identification  scheme identifier	The identification scheme identifier of the Payee legal registration identifier.	S	172	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans	4	0..n	BG-16	1	0..1	PAYMENT INSTRUCTIONS	A group of business terms providing information about the payment.		173	127	支払手段クラス	UN01005923			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:TypeCode	5	0..1	BT-81	2	1..1	Payment means type code	The means, expressed as code, for how a payment is expected to be or has been settled.	C	174	129	支払手段タイプコード	UN01005672			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:Information	5	0..n	BT-82	2	0..1	Payment means text	The means, expressed as text, for how a payment is expected to be or has been settled.	T	175	130	支払手段名	UN01011456			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard	5	0..1	BG-18	2	0..1	PAYMENT CARD INFORMATION	A group of business terms providing information about card used for payment contemporaneous with invoice issuance.		176	×					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:ID	6	0..1	BT-87	3	1..1	Payment card primary account number	The Primary Account Number (PAN) of the card used for payment.	T	177	×					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:CardholderName	6	0..1	BT-88	3	0..1	Payment card holder name	The name of the payment card holder.	T	178	×					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerPartyDebtorFinancialAccount	5	0..1							179						
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerPartyDebtorFinancialAccount/ram:IBANID	6	0..1	BT-91	3	0..1	Debited account identifier	The account to be debited by the direct debit.	I	180						
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount	5	0..1	BG-17	2	0..n	CREDIT TRANSFER	A group of business terms to specify credit transfer payments.		181	131	金融口座クラス	UN01005677			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:IBANID	6	0..1	BT-84	3	1..1	Payment account identifier	A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.	I	182	134	口座番号	UN01005401			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifIedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ramiAccountName	6	0..1	BT-85	3	0..1	Payment account name	The name of the payment account, at a payment service provider, to which payment should be made.	T	183	133	口座名義	UN01005400			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:TypeCode	6	0..1	BT-84	3	1..1	Payment account identifier	A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.   	I	184	135	口座種別コード	UN01012127			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerSpecifiedDebtorFinanciallnstitution	5	0..1							185						
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerSpecifiedDebtorFinancialInstitution/ram:BICID	6	0..1	BT-86	3	0..1	Payment service provider identifier	An identifier for the payment service provider where a payment account is located.	I	186						
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinanciallnstitution	5	0..1							187	136	金融機関クラス	UN01005428			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinancialInstitution/ram:BICID	6	0..1	BT-86	3	0..1	Payment service provider identifier	An identifier for the payment service provider where a payment account is located.	I	188	139	金融機関番号	UN01011521			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax	4	１..n	BG-23	1	l..n	VAT BREAKDOWN	A group of business terms providing information about VAT breakdown by different categories, rates and exemption reasons		189	144	取引税クラス	UN01005924			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:CalculatedAmount	5	1..1	BT-117	2	1..1	VAT category tax amount	The total VAT amount for a given VAT category.	A	190	146	税額	UN01005833		◎	
/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TypeCode	5	0..1	BT-118	2	1..1	VAT category code	Coded identification of a VAT category.	C	191	147	税タイプコード	UN01005834			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReason	5	0..1	BT-120	2	0..1	VAT exemption reason text	A textual statement of the reason why the amount is exempted from VAT or why no VAT is being charged	T	192	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:BasisAmount	5	1..1	BT-116	2	1..1	VAT category taxable amount	Sum of all taxable amounts subject to a specific VAT category code and VAT category rate (if the VAT category rate is applicable).	A	193	148	課税対象総合計金額（税抜き）	UN01005839		◎	
/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:CategoryCode	5	1..1	BT-118	2	1..1	VAT category code	Coded identification of a VAT category.	C	194	149	税区分コード	UN01005841		◎	
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReasonCode	5	0..1	BT-121	2	0..1	VAT  exemption reason code	A coded statement of the reason for why the amount is exempted from VAT.	C	195	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate	5	0..1							196	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate/udt:DateString	6	1..1	BT-7	1	0..1	Value added tax point date	The date when the VAT becomes accountable for the Seller and for the Buyer in so far as that date can be determined and differs from the date of issue of the invoice, according to the VAT directive…	D	197	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate/udt:DateString/@format	7		BT-7	1	0..1	Value added tax point date	The date when the VAT becomes accountable for the Seller and for the Buyer in so far as that date can be determined and differs from the date of issue of the invoice, according to the VAT directive..	D	198	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:DueDateTypeCode	5	0..1	BT-8	1	0..1	Value added tax point date code	The code of the date when the VAT becomes accountable for the Seller and for the Buyer.   	C	199	?					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:RateApplicablePercent	5	1..1	BT-119	2	0..1	VAT category rate	The VAT rate, represented as percentage that applies for the relevant VAT category.	P	200	151	税率	UN01007174		◎	
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:Grand Total. Amount	5	1..1							201	152	課税対象総合計金額(税込み)	UN01013040		◎	
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram: Calculation Method.Code	5	1..1							202	153	税計算方式	UN01013096	●		
/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod	4	0..1	BG-14	2	0..1	DELIVERY OR INVOICE PERIOD	A group of business terms providing information on the invoice period.		203	168	請求期間クラス	UN01005925			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime	5	0..1							204	170	請求開始日	UN01005612	〇		
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString	6	1..1	BT-73	3	0..1	Invoicing period start date	The date when the Invoice period starts.	D	205	？			〇		
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString/@format	7		BT-73	3	0..1	Invoicing period start date	The date when the Invoice period starts.	D	206	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime	5	0..1							207	171	請求終了日	UN01005613			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString	6	1..1	BT-74	3	0..1	Invoicing period end date	The date when the Invoice period ends.	D	208	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString/@format	7		BT-74	3	0..1	Invoicing period end date	The date when the Invoice period ends.	D	209	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge	4	0..n	BG-20	1	0..n	DOCUMENT LEVEL ALLOWA NCES	A group of business terms providing information about allowances applicable to the Invoice as a whole.		210	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAIlowanceCharge	4	0..n	BG-21	1	0..n	DOCUMENT LEVEL CHARGES	A group of business terms providing information about charges and taxes other than VAT, applicable to the Invoice as a whole.		211	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ChargeIndicator	5	0..1							212	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ChargeIndicator/udt:Indicator	6	1..1							213	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent	5	0..1	BT-94	2	0..1	Document level allowance  percentage	The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount.	P	214	？					
