EN_Parent	EN_ID	EN_Level	EN_Card	EN_BT	EN_Desc	EN_DT	UBL_Path	UBL_Type	UBL_Card	UBL_Match	UBL_Rules
BG-21	BT-105	2 	0..1	Document level charge reason code	"The reason for the document level charge, expressed as a code."	C	/Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode	C	0..1		with cbc:ChargeIndicator = 'true'
root	BG-22	1 	1..1	DOCUMENT TOTALS	A group of business terms providing the monetary totals for the Invoice.		/Invoice/cac:LegalMonetaryTotal		1..1		
BG-22	BT-106	2 	1..1	Sum of Invoice line net amount	Sum of all Invoice line net amounts in the Invoice.	A	/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount	A	0..1	CAR-2	
BG-22	BT-107	2 	0..1	Sum of allowances on document level	Sum of all allowances on document level in the Invoice.	A	/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount	A	0..1		
BG-22	BT-108	2 	0..1	Sum charges document level	Sum of all charges on document level in the Invoice.	A	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount	A	0..1		
BG-22	BT-109	2 	1..1	Invoice total amount without VAT	The total amount of the Invoice without VAT.	A	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount	A	0..1	CAR-2	
BG-22	BT-110	2 	0..1	Invoice total VAT amount	The total VAT amount for the Invoice.   	A	/Invoice/cac:TaxTotal/cbc:TaxAmount	A	0..n	CAR-3	
BG-22	BT-111	2 	0..1	Invoice total VAT amount in accounting currency	The VAT total amount expressed in the accounting currency accepted or required in the country of the Seller.	A	/Invoice/cac:TaxTotal/cbc:TaxAmount	A	0..n	CAR-3	
BG-22	BT-112	2 	1..1	Invoice total amount with VAT	The total amount of the Invoice with VAT.	A	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount	A	0..1	CAR-2	
BG-22	BT-113	2 	0..1	Paid amount	The sum of amounts which have been paid in advance.	A	/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount	A	0..1		
BG-22	BT-114	2 	0..1	Rounding amount	The amount to be added to the invoice total to round the amount to be paid.	A	/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount	A	0..1		
BG-22	BT-115	2 	1..1	Amount due for payment	The outstanding amount that is requested to be paid.	A	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount	A	1..1		
root	BG-23	1 	1..n	VAT BREAKDOWN	"A group of business terms providing information about VAT breakdown by different categories, rates and exemption reasons"		/Invoice/cac:TaxTotal/cac:TaxSubtotal		0..n	CAR-2	
BG-23	BT-116	2 	1..1	VAT category taxable amount	Sum of all taxable amounts subject to a specific VAT category code and VAT category rate (if the VAT category rate is applicable].	A	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount	A	0..1	CAR-2	
BG-23	BT-117	2 	1..1	VAT category tax amount	The total VAT amount for a given VAT category.	A	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount	A	1..1		
BG-23	BT-118	2 	1..1	VAT category code	Coded identification of a VAT category.	C	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID	I	0..1	"CAR-2, SEM-2"	
BG-23	BT-119	2 	0..1	VAT category rate	"The VAT rate, represented as percentage that applies for the relevant VAT category."	P	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent	P	0..1	SEM-2	
BG-23	BT-120	2 	0..1	VAT exemption reason text	A textual statement of the reason why the amount is exempted from VAT or why no VAT is being charged	T	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason	T	0..n	"CAR-3, SEM-2"	
BG-23	BT-121	2 	0..1	VAT exemption reason code	A coded statement of the reason for why the amount is exempted from VAT.	C	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode	C	0..1	SEM-2	
root	BG-24	1 	0..n	ADDITIONAL SUPPORTING DOCUMENTS	A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.		/Invoice/cac:AdditionalDocumentReference		0..n		
BG-24	BT-122	2 	1..1	Supporting document reference	An identifier of the supporting document.	0 	/Invoice/cac:AdditionalDocumentReference/cbc:ID	I	1..1		
BG-24	BT-123	2 	0..1	Supporting document description	A description of the supporting document.	T	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentDescription	T	0..1		
BG-24	BT-124	2 	0..1	External document location	The URL (Uniform Resource Locator) that identifies where the external document is located.	T	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI	I	0..1		
BG-24	BT-125	2 	0..1	Attached document	An attached document embedded as binary object or sent together with the invoice.	B	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject	B	0..1		
BT-125	BT-125-1	3 	1..1	Attached document Mime code	The mime code of the attached document.	S	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode	C	1..1		
BT-125	BT-125-2	3 	1..1	Attached document Filename	The file name of the attached document	S	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename	T	0..1	CAR-2	
root	BG-25	1 	1..n	INVOICE LINE	A group of business terms providing information on individual Invoice lines.		/Invoice/cac:InvoiceLine		1..n		
BG-25	BT-126	2 	1..1	Invoice line identifier	A unique identifier for the individual line within the Invoice.	I	/Invoice/cac:InvoiceLine/cbc:ID	I	1..1		
BG-25	BT-127	2 	0..1	Invoice line note	A textual note that gives unstructured information that is relevant to the Invoice line.   	T	/Invoice/cac:InvoiceLine/cbc:Note	T	0..n	CAR-3	
BG-25	BT-128	2 	0..1	Invoice object identifier	"An identifier for an object on which the invoice line is based, given by the Seller."	I	/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID	I	0..n	CAR-3	with cbc:DocumentTypeCode = 130
BT-128	BT-128-1	3 	0..1	Invoice line object identifier identification scheme identifier	The identification scheme identifier of the Invoice line object identifier.	S	/Invoice/cac:InvoiceLine/cac:DocumentReference/cbc:ID/@schemeID	I	0..1		
BG-25	BT-129	2 	1..1	Invoiced quantity	The quantity of items (goods or services) that is charged in the Invoice line.	Q	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity	Q	0..1	CAR-2	
BG-25	BT-130	2 	1..1	Invoiced quantity unit of measure	The unit of measure that applies to the invoiced quantity.	C	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode	C	0..1	CAR-2	
BG-25	BT-131	2 	1..1	Invoice line net amount	The total amount of the Invoice line.	A	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount	A	1..1		
BG-25	BT-132	2 	0..1	Referenced purchase order line reference	"An identifier for a referenced line within a purchase order, issued by the Buyer."	0 	/Invoice/cac:InvoiceLine/cac:OrderLineReference/cbc:LineID	I	0..n	CAR-3	
BG-25	BT-133	2 	0..1	Invoice line Buyer accounting reference	A textual value that specifies where to book the relevant data into the Buyer's financial accounts.	T	/Invoice/cac:InvoiceLine/cbc:AccountingCost	T	0..1		
BG-25	BG-26	2 	0..1	INVOICE LINE PERIOD	A group of business terms providing information about the period relevant for the Invoice line.		/Invoice/cac:InvoiceLine/cac:InvoicePeriod		0..n	CAR-3	
BG-26	BT-134	3 	0..1	Invoice line period start date	The date when the Invoice period for this Invoice line starts.	D	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:StartDate	D	0..1		
BG-26	BT-135	3 	0..1	Invoice period date	The date when the Invoice period for this Invoice line ends.	D	/Invoice/cac:InvoiceLine/cac:InvoicePeriod/cbc:EndDate	D	0..1		
BG-25	BG-27	2 	0..n	INVOICE LINE ALLOWANCES	A group of business terms providing information about allowances applicable to the individual Invoice line.		/Invoice/cac:InvoiceLine/cac:AllowanceCharge		0..n	SEM-2	with cbc:ChargeIndicator = 'false'
BG-27	BT-136	3 	1..1	Invoice line allowance amount	"The amount of an allowance, without VAT."	A	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount	A	1..1		with cbc:ChargeIndicator = 'false'
BG-27	BT-137	3 	0..1	Invoice line allowance base amount	"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount."	A	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:BaseAmount	A	0..1		with cbc:ChargeIndicator = 'false'
BG-27	BT-138	3 	0..1	Invoice line allowance percentage	"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount."	P	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric	N	0..1	SYN-2	with cbc:ChargeIndicator = 'false'
BG-27	BT-139	3 	0..1	Invoice line allowance reason	"The reason for the Invoice line allowance, expressed as text."	T	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReason	T	0..n	CAR-3	with cbc:ChargeIndicator = 'false'
BG-27	BT-140	3 	0..1	Invoice line allowance reason code	"The reason for the Invoice line allowance, expressed as a code."	C	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode	C	0..1		with cbc:ChargeIndicator = 'false'
BG-25	BG-28	2 	0..n	INVOICE LINE CHARGES	A group of business terms providing information about charges and taxes other than VAT applicable to the individual Invoice line.		/Invoice/cac:InvoiceLine/cac:AllowanceCharge		0..n	SEM-2	with cbc:ChargeIndicator = 'true'
BG-28	BT-141	3 	1..1	Invoice charge amount	"The amount of a charge, without VAT."	A	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:Amount	A	1..1		with cbc:ChargeIndicator = 'true'
BG-28	BT-142	3 	0..1	Invoice line charge base amount	"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount."	A	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:BaseAmount	A	0..1		with cbc:ChargeIndicator = 'true'
BG-28	BT-143	3 	0..1	Invoice line charge percentage	"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount."	P	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:MultiplierFactorNumeric	N	0..1	SYN-2	with cbc:ChargeIndicator = 'true'
BG-28	BT-144	3 	0..1	Invoice charge reason	"The reason for the Invoice line charge, expressed as text."	T	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AlIowanceChargeReason	T	0..n	CAR-3	with cbc:ChargeIndicator = 'true'
BG-28	BT-145	3 	0..1	Invoice line charge reason code	"The reason for the Invoice line charge, expressed as a code."	C	/Invoice/cac:InvoiceLine/cac:AllowanceCharge/cbc:AllowanceChargeReasonCode	C	0..1		with cbc:ChargeIndicator = 'true'
BG-25	BG-29	2 	1..1	PRICE DETAILS	A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.		/Invoice/cac:InvoiceLine/cac:Price		0..1	CAR-2	
BG-29	BT-146	3 	1..1	Item price	"The price of an item, exclusive of VAT, after subtracting item price discount."	u	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount	A	1..1		
BG-29	BT-147	3 	0..1	Item price discount	The total discount subtracted from the Item gross price to calculate the Item net price.	u	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount	A	0..n	CAR-3	with cbc:ChargeIndicator = 'false'
BG-29	BT-148	3 	0..1	Item gross price	"The unit price, exclusive of VAT, before subtracting Item price discount."	u	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount	A	0..n	"CAR-3, SEM-3"	with cbc:ChargeIndicator = 'false'
BG-29	BT-149	3 	0..1	Item price base quantity	The number of item units to which the price applies.	Q	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity	Q	0..1		
BG-29	BT-150	3 	0..1	Item price base quantity unit of measure code	The unit of measure that applies to the Item price base quantity.	C	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode	C	0..1		
BG-25	BG-30	2 	1..1	LINE VAT INFORMATION	A group of business terms providing information about the VAT applicable for the goods and services invoiced on the Invoice line.		/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory		0..n	"CAR-2, CAR-3"	
BG-30	BT-151	3 	1..1	Invoiced item VAT category code	The VAT category code for the invoiced item.	C	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID	I	0..1	CAR-2	
BG-30	BT-152	3 	0..1	Invoiced item VAT rate	"The VAT rate, represented as percentage that applies to the invoiced item."	P	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent	P	0..1	SEM-2	
BG-25	BG-31	2 	1..1	ITEM INFORMATION	A group of business terms providing information about the goods and services invoiced.		/Invoice/cac:InvoiceLine/cac:Item		1..1		
BG-31	BT-153	3 	1..1	Item name	A name for an item.	T	/Invoice/cac:InvoiceLine/cac:Item/cbc:Name	N	0..1	CAR-2	
BG-31	BT-154	3 	0..n	Item description	A description for an item.	T	/Invoice/cac:InvoiceLine/cac:Item/cbc:Description	T	0..1	CAR-3	
BG-31	BT-155	3 	0..1	Item Seller's identifier	"An identifier, assigned by the Seller, for the item,"	I	/Invoice/cac:InvoiceLine/cac:Item/cac:SeIlersItemIdentification/cbc:ID	I	0..1		
BG-31	BT-156	3 	0..1	Item Buyer's identifier	"An identifier, assigned by the Buyer, for the item."	I	/Invoice/cac:InvoiceLine/cac:Item/cac:BuyersItemIdentification/cbc:ID	I	0..1		
BG-31	BT-157	3 	0..1	Item standard identifier	An item identifier based on a registered scheme.	I	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID	I	0..1		
BT-157	"BT-157-
1"	4 	1..1	Item standard identifier identification scheme identifier	The identification scheme identifier of the Item standard identifier	S	/Invoice/cac:InvoiceLine/cac:Item/cac:StandardItemIdentification/cbc:ID/@schemeID	I	0..1		
BG-31	BT-158	3 	0..n	Item classification identifier	A code for classifying the item by its type or nature.	I	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbaltemClassificationCode	C	0..n		
BT-158	BT-158-1	4 	1..1	Item classification identifier identification scheme identifier	The identification scheme identifier of the item classification identifier   	S	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listID	I	0..1	CAR-2	
BT-158	BT-158-2	4	0..1	Scheme version identifer	The version of the identification scheme.	S	/Invoice/cac:InvoiceLine/cac:Item/cac:CommodityClassification/cbc:ItemClassificationCode/@listVersionID	I	0..1		
BG-31	BT-159	3 	0..1	Item country of origin	The code identifying the country from which the item originates.	C	/Invoice/cac:InvoiceLine/cac:Item/cac:OriginCountry/cbc:IdentificationCode	C	0..1		
BG-31	BG-32	3 	0..n	ITEM ATTRIBUTES	A group of business terms providing information about properties of the goods and services invoiced.		/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalltemProperty		0..n		
BG-32	BT-160	4 	1..1	Item attribute name	The name of the attribute or property of the item.	T	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name	N	1..1		
BG-32	BT-161	4 	1..1	Item attribute value	The value of the attribute or property of the item.	T	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value	T	0..1	CAR-2	
