seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
11680	12	 ----------- Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/AdrTp/Prtry
11690	13		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/AdrTp/Prtry/Id
11700	13		Issuer	Issr	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/AdrTp/Prtry/Issr
11710	13		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/AdrTp/Prtry/SchmeNm
11720	11		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/Dept
11730	11		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/SubDept
11740	11		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/StrtNm
11750	11		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/BldgNb
11760	11		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/BldgNm
11770	11		Floor	Flr	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/Flr
11780	11		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/PstBx
11790	11		Room	Room	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/Room
11800	11		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/PstCd
11810	11		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/TwnNm
11820	11		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/TwnLctnNm
11830	11		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/DstrctNm
11840	11		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/CtrySubDvsn
11850	11		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/Ctry
11860	11		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/Dbtr/Agt/BrnchId/PstlAdr/AdrLine
11870	7		Debtor Account	DbtrAcct	CashAccount38		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct
11880	8		Identification	Id	AccountIdentification4Choice		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id
11890	9	 -------- Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/IBAN
11900	9	 -------- Chc	Other	Othr	GenericAccountIdentification1		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/Othr
11910	10		Identification	Id	Max34Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/Othr/Id
11920	10		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/Othr/SchmeNm
11930	11	 ---------- Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/Othr/SchmeNm/Cd
11940	11	 ---------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/Othr/SchmeNm/Prtry
11950	10		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Id/Othr/Issr
11960	8		Type	Tp	CashAccountType2Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Tp
11970	9	 -------- Chc	Code	Cd	ExternalCashAccountType1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Tp/Cd
11980	9	 -------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Tp/Prtry
11990	8		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Ccy
12000	8		Name	Nm	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Nm
12010	8		Proxy	Prxy	ProxyAccountIdentification1		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Prxy
12020	9		Type	Tp	ProxyAccountType1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Prxy/Tp
12030	10	 --------- Chc	Code	Cd	ExternalProxyAccountType1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Prxy/Tp/Cd
12040	10	 --------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Prxy/Tp/Prtry
12050	9		Identification	Id	Max2048Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/DbtrAcct/Prxy/Id
12060	7		Ultimate Debtor	UltmtDbtr	Party40Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr
12070	8	 ------- Chc	Party	Pty	PartyIdentification135		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty
12080	9		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Nm
12090	9		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr
12100	10		Address Type	AdrTp	AddressType3Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrTp
12110	11	 ---------- Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrTp/Cd
12120	11	 ---------- Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrTp/Prtry
12130	12		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrTp/Prtry/Id
12140	12		Issuer	Issr	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrTp/Prtry/Issr
12150	12		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrTp/Prtry/SchmeNm
12160	10		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/Dept
12170	10		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/SubDept
12180	10		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/StrtNm
12190	10		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/BldgNb
12200	10		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/BldgNm
12210	10		Floor	Flr	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/Flr
12220	10		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/PstBx
12230	10		Room	Room	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/Room
12240	10		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/PstCd
12250	10		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/TwnNm
12260	10		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/TwnLctnNm
12270	10		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/DstrctNm
12280	10		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/CtrySubDvsn
12290	10		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/Ctry
12300	10		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/PstlAdr/AdrLine
12310	9		Identification	Id	Party38Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id
12320	10	 --------- Chc	Organisation Identification	OrgId	OrganisationIdentification29		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId
12330	11		Any BIC	AnyBIC	AnyBICDec2014Identifier (xs:string)	[A-Z0-9]{4,4}[A-Z]{2,2}[A-Z0-9]{2,2}([A-Z0-9]{3,3}){0,1}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/AnyBIC
12340	11		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/LEI
12350	11		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/Othr
12360	12		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/Othr/Id
12370	12		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/Othr/SchmeNm
12380	13	 ------------ Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/Othr/SchmeNm/Cd
12390	13	 ------------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/Othr/SchmeNm/Prtry
12400	12		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/OrgId/Othr/Issr
12410	10	 --------- Chc	Private Identification	PrvtId	PersonIdentification13		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId
12420	11		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth1		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/DtAndPlcOfBirth
12430	12		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/DtAndPlcOfBirth/BirthDt
12440	12		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
12450	12		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
12460	12		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
12470	11		Other	Othr	GenericPersonIdentification1		0..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/Othr
12480	12		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/Othr/Id
12490	12		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/Othr/SchmeNm
12500	13	 ------------ Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/Othr/SchmeNm/Cd
12510	13	 ------------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/Othr/SchmeNm/Prtry
12520	12		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/Id/PrvtId/Othr/Issr
12530	9		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtryOfRes
12540	9		Contact Details	CtctDtls	Contact4		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls
12550	10		Name Prefix	NmPrfx	NamePrefix2Code (xs:string)	DOCT MADM MISS MIST MIKS	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/NmPrfx
12560	10		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/Nm
12570	10		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/PhneNb
12580	10		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/MobNb
12590	10		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/FaxNb
12600	10		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/EmailAdr
12610	10		Email Purpose	EmailPurp	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/EmailPurp
12620	10		Job Title	JobTitl	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/JobTitl
12630	10		Responsibility	Rspnsblty	Max35Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/Rspnsblty
12640	10		Department	Dept	Max70Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/Dept
12650	10		Other	Othr	OtherContact1		0..n	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/Othr
12660	11		Channel Type	ChanlTp	Max4Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/Othr/ChanlTp
12670	11		Identification	Id	Max128Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/Othr/Id
12680	10		Preferred Method	PrefrdMtd	PreferredContactMethod1Code (xs:string)	LETT MAIL PHON FAXX CELL	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Pty/CtctDtls/PrefrdMtd
12690	8	 ------- Chc	Agent	Agt	BranchAndFinancialInstitutionIdentification6		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt
12700	9		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification18		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId
12710	10		BICFI	BICFI	BICFIDec2014Identifier (xs:string)	[A-Z0-9]{4,4}[A-Z]{2,2}[A-Z0-9]{2,2}([A-Z0-9]{3,3}){0,1}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/BICFI
12720	10		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/ClrSysMmbId
12730	11		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/ClrSysMmbId/ClrSysId
12740	12	 ----------- Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/ClrSysMmbId/ClrSysId/Cd
12750	12	 ----------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
12760	11		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/ClrSysMmbId/MmbId
12770	10		LEI	LEI	LEIIdentifier (xs:string)	[A-Z0-9]{18,18}[0-9]{2,2}	0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/LEI
12780	10		Name	Nm	Max140Text (xs:string)		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/Nm
12790	10		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/PstlAdr
12800	11		Address Type	AdrTp	AddressType3Choice		0..1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/PstlAdr/AdrTp
12810	12	 ----------- Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/PstlAdr/AdrTp/Cd
12820	12	 ----------- Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/PstlAdr/AdrTp/Prtry
12830	13		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/PstlAdr/AdrTp/Prtry/Id
12840	13		Issuer	Issr	Max35Text (xs:string)		1	/Document/BkToCstmrDbtCdtNtfctn/Ntfctn/Ntry/NtryDtls/TxDtls/RltdPties/UltmtDbtr/Agt/FinInstnId/PstlAdr/AdrTp/Prtry/Issr
