seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
6330	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/TechInptChanl/Prtry
6340	4		Interest	Intrst	TransactionInterest4		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst
6350	5		Total Interest And Tax Amount	TtlIntrstAndTaxAmt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/TtlIntrstAndTaxAmt
6360	5		Record	Rcrd	InterestRecord2		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd
6370	6		Amount	Amt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Amt
6380	6		Credit Debit Indicator	CdtDbtInd	CreditDebitCode (xs:string)	CRDT DBIT	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/CdtDbtInd
6390	6		Type	Tp	InterestType1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tp
6400	7	 ------ Chc	Code	Cd	InterestType1Code (xs:string)	INDY OVRN	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tp/Cd
6410	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tp/Prtry
6420	6		Rate	Rate	Rate4		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate
6430	7		Type	Tp	RateType4Choice		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/Tp
6440	8	 ------- Chc	Percentage	Pctg	PercentageRate (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/Tp/Pctg
6450	8	 ------- Chc	Other	Othr	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/Tp/Othr
6460	7		Validity Range	VldtyRg	ActiveOrHistoricCurrencyAndAmountRange2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg
6470	8		Amount	Amt	ImpliedCurrencyAmountRange1Choice		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt
6480	9	 -------- Chc	From Amount	FrAmt	AmountRangeBoundary1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrAmt
6490	10		Boundary Amount	BdryAmt	ImpliedCurrencyAndAmount (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrAmt/BdryAmt
6500	10		Included	Incl	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrAmt/Incl
6510	9	 -------- Chc	To Amount	ToAmt	AmountRangeBoundary1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/ToAmt
6520	10		Boundary Amount	BdryAmt	ImpliedCurrencyAndAmount (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/ToAmt/BdryAmt
6530	10		Included	Incl	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/ToAmt/Incl
6540	9	 -------- Chc	From To Amount	FrToAmt	FromToAmountRange1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt
6550	10		From Amount	FrAmt	AmountRangeBoundary1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt/FrAmt
6560	11		Boundary Amount	BdryAmt	ImpliedCurrencyAndAmount (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt/FrAmt/BdryAmt
6570	11		Included	Incl	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt/FrAmt/Incl
6580	10		To Amount	ToAmt	AmountRangeBoundary1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt/ToAmt
6590	11		Boundary Amount	BdryAmt	ImpliedCurrencyAndAmount (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt/ToAmt/BdryAmt
6600	11		Included	Incl	YesNoIndicator (xs:boolean)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/FrToAmt/ToAmt/Incl
6610	9	 -------- Chc	Equal Amount	EQAmt	ImpliedCurrencyAndAmount (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/EQAmt
6620	9	 -------- Chc	NotEqual Amount	NEQAmt	ImpliedCurrencyAndAmount (xs:decimal)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Amt/NEQAmt
6630	8		Credit Debit Indicator	CdtDbtInd	CreditDebitCode (xs:string)	CRDT DBIT	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/CdtDbtInd
6640	8		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rate/VldtyRg/Ccy
6650	6		From To Date	FrToDt	DateTimePeriod1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/FrToDt
6660	7		From Date Time	FrDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/FrToDt/FrDtTm
6670	7		To Date Time	ToDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/FrToDt/ToDtTm
6680	6		Reason	Rsn	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Rsn
6690	6		Tax	Tax	TaxCharges2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tax
6700	7		Identification	Id	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tax/Id
6710	7		Rate	Rate	PercentageRate (xs:decimal)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tax/Rate
6720	7		Amount	Amt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/Intrst/Rcrd/Tax/Amt
6730	4		Card Transaction	CardTx	CardEntry4		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx
6740	5		Card	Card	PaymentCard4		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card
6750	6		Plain Card Data	PlainCardData	PlainCardData1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData
6760	7		PAN	PAN	Min8Max28NumericText (xs:string)	[0-9]{8,28}	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/PAN
6770	7		Card Sequence Number	CardSeqNb	Min2Max3NumericText (xs:string)	[0-9]{2,3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/CardSeqNb
6780	7		Effective Date	FctvDt	ISOYearMonth (xs:gYearMonth)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/FctvDt
6790	7		Expiry Date	XpryDt	ISOYearMonth (xs:gYearMonth)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/XpryDt
6800	7		Service Code	SvcCd	Exact3NumericText (xs:string)	[0-9]{3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/SvcCd
6810	7		Track Data	TrckData	TrackData1		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/TrckData
6820	8		Track Number	TrckNb	Exact1NumericText (xs:string)	[0-9]	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/TrckData/TrckNb
6830	8		Track Value	TrckVal	Max140Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/TrckData/TrckVal
6840	7		Card Security Code	CardSctyCd	CardSecurityInformation1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/CardSctyCd
6850	8		CSC Management	CSCMgmt	CSCManagement1Code (xs:string)	PRST BYPS UNRD NCSC	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/CardSctyCd/CSCMgmt
6860	8		CSC Value	CSCVal	Min3Max4NumericText (xs:string)	[0-9]{3,4}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/PlainCardData/CardSctyCd/CSCVal
6870	6		Card Country Code	CardCtryCd	Exact3NumericText (xs:string)	[0-9]{3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/CardCtryCd
6880	6		Card Brand	CardBrnd	GenericIdentification1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/CardBrnd
6890	7		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/CardBrnd/Id
6900	7		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/CardBrnd/SchmeNm
6910	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/CardBrnd/Issr
6920	6		Additional Card Data	AddtlCardData	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/Card/AddtlCardData
6930	5		POI	POI	PointOfInteraction1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI
6940	6		Identification	Id	GenericIdentification32		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Id
6950	7		Identification	Id	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Id/Id
6960	7		Type	Tp	PartyType3Code (xs:string)	OPOI MERC ACCP ITAG ACQR CISS DLIS	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Id/Tp
6970	7		Issuer	Issr	PartyType4Code (xs:string)	MERC ACCP ITAG ACQR CISS TAXH	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Id/Issr
6980	7		Short Name	ShrtNm	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Id/ShrtNm
6990	6		System Name	SysNm	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/SysNm
7000	6		Group Identification	GrpId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/GrpId
7010	6		Capabilities	Cpblties	PointOfInteractionCapabilities1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties
7020	7		Card Reading Capabilities	CardRdngCpblties	CardDataReading1Code (xs:string)	TAGC PHYS BRCD MGST CICC DFLE CTLS ECTL	0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/CardRdngCpblties
7030	7		Cardholder Verification Capabilities	CrdhldrVrfctnCpblties	CardholderVerificationCapability1Code (xs:string)	MNSG NPIN FCPN FEPN FDSG FBIO MNVR FBIG APKI PKIS CHDT SCEC	0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/CrdhldrVrfctnCpblties
7040	7		On Line Capabilities	OnLineCpblties	OnLineCapability1Code (xs:string)	OFLN ONLN SMON	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/OnLineCpblties
7050	7		Display Capabilities	DispCpblties	DisplayCapabilities1		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/DispCpblties
7060	8		Display Type	DispTp	UserInterface2Code (xs:string)	MDSP CDSP	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/DispCpblties/DispTp
7070	8		Number Of Lines	NbOfLines	Max3NumericText (xs:string)	[0-9]{1,3}	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/DispCpblties/NbOfLines
7080	8		Line Width	LineWidth	Max3NumericText (xs:string)	[0-9]{1,3}	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/DispCpblties/LineWidth
7090	7		Print Line Width	PrtLineWidth	Max3NumericText (xs:string)	[0-9]{1,3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cpblties/PrtLineWidth
7100	6		Component	Cmpnt	PointOfInteractionComponent1		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt
7110	7		POI Component Type	POICmpntTp	POIComponentType1Code (xs:string)	SOFT EMVK EMVO MRIT CHIT SECM PEDV	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt/POICmpntTp
7120	7		Manufacturer Identification	ManfctrId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt/ManfctrId
7130	7		Model	Mdl	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt/Mdl
7140	7		Version Number	VrsnNb	Max16Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt/VrsnNb
7150	7		Serial Number	SrlNb	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt/SrlNb
7160	7		Approval Number	ApprvlNb	Max70Text (xs:string)		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/POI/Cmpnt/ApprvlNb
7170	5		Aggregated Entry	AggtdNtry	CardAggregated2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry
7180	6		Additional Service	AddtlSvc	CardPaymentServiceType2Code (xs:string)	AGGR DCCV GRTT INSP LOYT NRES PUCO RECP SOAF UNAF VCAU	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/AddtlSvc
7190	6		Transaction Category	TxCtgy	ExternalCardTransactionCategory1Code (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxCtgy
7200	6		Sale Reconciliation Identification	SaleRcncltnId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/SaleRcncltnId
7210	6		Sequence Number Range	SeqNbRg	CardSequenceNumberRange1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/SeqNbRg
7220	7		First Transaction	FrstTx	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/SeqNbRg/FrstTx
7230	7		Last Transaction	LastTx	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/SeqNbRg/LastTx
7240	6		Transaction Date Range	TxDtRg	DateOrDateTimePeriod1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg
7250	7	 ------ Chc	Date	Dt	DatePeriod2		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg/Dt
7260	8		From Date	FrDt	ISODate (xs:date)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg/Dt/FrDt
7270	8		To Date	ToDt	ISODate (xs:date)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg/Dt/ToDt
7280	7	 ------ Chc	Date Time	DtTm	DateTimePeriod1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg/DtTm
7290	8		From Date Time	FrDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg/DtTm/FrDtTm
7300	8		To Date Time	ToDtTm	ISODateTime (xs:dateTime)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/AggtdNtry/TxDtRg/DtTm/ToDtTm
7310	5		Pre Paid Account	PrePdAcct	CashAccount38		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct
7320	6		Identification	Id	AccountIdentification4Choice		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id
7330	7	 ------ Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/IBAN
7340	7	 ------ Chc	Other	Othr	GenericAccountIdentification1		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/Othr
7350	8		Identification	Id	Max34Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/Othr/Id
7360	8		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/Othr/SchmeNm
7370	9	 -------- Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/Othr/SchmeNm/Cd
7380	9	 -------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/Othr/SchmeNm/Prtry
7390	8		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Id/Othr/Issr
7400	6		Type	Tp	CashAccountType2Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Tp
7410	7	 ------ Chc	Code	Cd	ExternalCashAccountType1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Tp/Cd
7420	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Tp/Prtry
7430	6		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Ccy
7440	6		Name	Nm	Max70Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Nm
7450	6		Proxy	Prxy	ProxyAccountIdentification1		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Prxy
7460	7		Type	Tp	ProxyAccountType1Choice		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Prxy/Tp
7470	8	 ------- Chc	Code	Cd	ExternalProxyAccountType1Code (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Prxy/Tp/Cd
7480	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Prxy/Tp/Prtry
7490	7		Identification	Id	Max2048Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/CardTx/PrePdAcct/Prxy/Id
7500	4		Entry Details	NtryDtls	EntryDetails9		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls
7510	5		Batch	Btch	BatchInformation2		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/Btch
7520	6		Message Identification	MsgId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/Btch/MsgId
7530	6		Payment Information Identification	PmtInfId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/Btch/PmtInfId
7540	6		Number Of Transactions	NbOfTxs	Max15NumericText (xs:string)	[0-9]{1,15}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/Btch/NbOfTxs
7550	6		Total Amount	TtlAmt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/Btch/TtlAmt
7560	6		Credit Debit Indicator	CdtDbtInd	CreditDebitCode (xs:string)	CRDT DBIT	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/Btch/CdtDbtInd
7570	5		Transaction Details	TxDtls	EntryTransaction10		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls
7580	6		References	Refs	TransactionReferences6		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs
7590	7		Message Identification	MsgId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/MsgId
7600	7		Account Servicer Reference	AcctSvcrRef	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/AcctSvcrRef
7610	7		Payment Information Identification	PmtInfId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/PmtInfId
7620	7		Instruction Identification	InstrId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/InstrId
7630	7		End To End Identification	EndToEndId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/EndToEndId
7640	7		UETR	UETR	UUIDv4Identifier (xs:string)	[a-f0-9]{8}-[a-f0-9]{4}-4[a-f0-9]{3}-[89ab][a-f0-9]{3}-[a-f0-9]{12}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/UETR
7650	7		Transaction Identification	TxId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/TxId
7660	7		Mandate Identification	MndtId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/MndtId
7670	7		Cheque Number	ChqNb	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/ChqNb
7680	7		Clearing System Reference	ClrSysRef	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/ClrSysRef
7690	7		Account Owner Transaction Identification	AcctOwnrTxId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/AcctOwnrTxId
7700	7		Account Servicer Transaction Identification	AcctSvcrTxId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/AcctSvcrTxId
7710	7		Market Infrastructure Transaction Identification	MktInfrstrctrTxId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/MktInfrstrctrTxId
7720	7		Processing Identification	PrcgId	Max35Text (xs:string)		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/PrcgId
7730	7		Proprietary	Prtry	ProprietaryReference1		0..n	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/Prtry
7740	8		Type	Tp	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/Prtry/Tp
7750	8		Reference	Ref	Max35Text (xs:string)		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Refs/Prtry/Ref
7760	6		Amount	Amt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/Amt
7770	6		Credit Debit Indicator	CdtDbtInd	CreditDebitCode (xs:string)	CRDT DBIT	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/CdtDbtInd
7780	6		Amount Details	AmtDtls	AmountAndCurrencyExchange3		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/AmtDtls
7790	7		Instructed Amount	InstdAmt	AmountAndCurrencyExchangeDetails3		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/AmtDtls/InstdAmt
7800	8		Amount	Amt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/AmtDtls/InstdAmt/Amt
7810	8		Currency Exchange	CcyXchg	CurrencyExchange5		0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/AmtDtls/InstdAmt/CcyXchg
7820	9		Source Currency	SrcCcy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/AmtDtls/InstdAmt/CcyXchg/SrcCcy
7830	9		Target Currency	TrgtCcy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/BkToCstmrAcctRpt/Rpt/Ntry/NtryDtls/TxDtls/AmtDtls/InstdAmt/CcyXchg/TrgtCcy
