Sort,UBL_Sort,SynSort,PINT_ID,Schematron,XPath,Level,CC,Datatype,Occurrence
3160,51300,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AddressFormatCode,4,cbc:AddressFormatCode,Code,0..1
3170,51310,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:Postbox,4,cbc:Postbox,Text,0..1
3180,51320,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:Floor,4,cbc:Floor,Text,0..1
3190,51330,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:Room,4,cbc:Room,Text,0..1
3200,51340,1560,ibt-035,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:StreetName,4,cbc:StreetName,Name,0..1
3210,51350,1570,ibt-036,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,4,cbc:AdditionalStreetName,Name,0..1
3220,51360,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:BlockName,4,cbc:BlockName,Name,0..1
3230,51370,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:BuildingName,4,cbc:BuildingName,Name,0..1
3240,51380,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:BuildingNumber,4,cbc:BuildingNumber,Text,0..1
3250,51390,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:InhouseMail,4,cbc:InhouseMail,Text,0..1
3260,51400,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:Department,4,cbc:Department,Text,0..1
3270,51410,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:MarkAttention,4,cbc:MarkAttention,Text,0..1
3280,51420,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:MarkCare,4,cbc:MarkCare,Text,0..1
3290,51430,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:PlotIdentification,4,cbc:PlotIdentification,Text,0..1
3300,51440,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CitySubdivisionName,4,cbc:CitySubdivisionName,Name,0..1
3310,51450,1580,ibt-037,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CityName,4,cbc:CityName,Name,0..1
3320,51460,1590,ibt-038,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:PostalZone,4,cbc:PostalZone,Text,0..1
3330,51470,1595,ibt-039,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,4,cbc:CountrySubentity,Text,0..1
3340,51480,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentityCode,4,cbc:CountrySubentityCode,Code,0..1
3350,51490,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:Region,4,cbc:Region,Text,0..1
3360,51500,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:District,4,cbc:District,Text,0..1
3370,51510,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:TimezoneOffset,4,cbc:TimezoneOffset,Text,0..1
3380,51520,1600,0,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine,4,cac:AddressLine,AddressLineType,0..n
3390,51530,1610,ibt-162,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,5,cbc:Line,Text,1..1
3400,51540,1630,0,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country,4,cac:Country,CountryType,0..1
3410,51550,1640,ibt-040,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,5,cbc:IdentificationCode,Code,0..1
3420,51570,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:LocationCoordinate,4,cac:LocationCoordinate,LocationCoordinateType,0..n
3430,51660,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PhysicalLocation,3,cac:PhysicalLocation,LocationType,0..1
3440,52210,1650,0,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme,3,cac:PartyTaxScheme,PartyTaxSchemeType,0..n
3450,52220,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:RegistrationName,4,cbc:RegistrationName,Name,0..1
3460,52230,1660,ibt-031,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,4,cbc:CompanyID,Identifier,0..1
3470,52240,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:TaxLevelCode,4,cbc:TaxLevelCode,Code,0..1
3480,52250,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:ExemptionReasonCode,4,cbc:ExemptionReasonCode,Code,0..1
3490,52260,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:ExemptionReason,4,cbc:ExemptionReason,Text,0..n
3500,52270,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:RegistrationAddress,4,cac:RegistrationAddress,AddressType,0..1
3510,52550,1680,0,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,4,cac:TaxScheme,TaxSchemeType,1..1
3520,52560,1690,ibt-032a,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,5,cbc:ID,Identifier,0..1
3530,52610,1700,0,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity,3,cac:PartyLegalEntity,PartyLegalEntityType,0..n
3540,52620,1710,ibt-027,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,4,cbc:RegistrationName,Name,0..1
3550,52630,1720,ibt-030,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,4,cbc:CompanyID,Identifier,0..1
3560,52640,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationDate,4,cbc:RegistrationDate,Date,0..1
3570,52650,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationExpirationDate,4,cbc:RegistrationExpirationDate,Date,0..1
3580,52660,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalFormCode,4,cbc:CompanyLegalFormCode,Code,0..1
3590,52670,1740,ibt-033,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm,4,cbc:CompanyLegalForm,Text,0..1
3600,52680,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator,4,cbc:SoleProprietorshipIndicator,Indicator,0..1
3610,52690,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode,4,cbc:CompanyLiquidationStatusCode,Code,0..1
3620,52700,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:CorporateStockAmount,4,cbc:CorporateStockAmount,Amount,0..1
3630,52710,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator,4,cbc:FullyPaidSharesIndicator,Indicator,0..1
3640,52720,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cac:RegistrationAddress,4,cac:RegistrationAddress,AddressType,0..1
3650,53000,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cac:CorporateRegistrationScheme,4,cac:CorporateRegistrationScheme,CorporateRegistrationSchemeType,0..1
3660,53050,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cac:ShareholderParty,4,cac:ShareholderParty,ShareholderPartyType,0..n
3670,53070,1750,ibg-06,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact,3,cac:Contact,ContactType,0..1
3680,53080,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ID,4,cbc:ID,Identifier,0..1
3690,53090,1760,ibt-041,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name,4,cbc:Name,Name,0..1
3700,53100,1770,ibt-042,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone,4,cbc:Telephone,Text,0..1
3710,53110,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telefax,4,cbc:Telefax,Text,0..1
3720,53120,1780,ibt-043,,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail,4,cbc:ElectronicMail,Text,0..1
3730,53130,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Note,4,cbc:Note,Text,0..n
3740,53140,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cac:OtherCommunication,4,cac:OtherCommunication,CommunicationType,0..n
3750,53180,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Person,3,cac:Person,PersonType,0..n
3760,53950,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:AgentParty,3,cac:AgentParty,PartyType,0..1
3770,53960,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:ServiceProviderParty,3,cac:ServiceProviderParty,ServiceProviderPartyType,0..n
3780,54300,,,not,/Invoice/cac:AccountingSupplierParty/cac:Party/cac:FinancialAccount,3,cac:FinancialAccount,FinancialAccountType,0..1
3790,54460,,,not,/Invoice/cac:AccountingSupplierParty/cac:DespatchContact,2,cac:DespatchContact,ContactType,0..1
3800,54570,,,not,/Invoice/cac:AccountingSupplierParty/cac:AccountingContact,2,cac:AccountingContact,ContactType,0..1
3810,54680,,,not,/Invoice/cac:AccountingSupplierParty/cac:SellerContact,2,cac:SellerContact,ContactType,0..1
3820,54790,1790,ibg-07,,/Invoice/cac:AccountingCustomerParty,1,cac:AccountingCustomerParty,CustomerPartyType,1..1
3830,54800,,,not,/Invoice/cac:AccountingCustomerParty/cbc:CustomerAssignedAccountID,2,cbc:CustomerAssignedAccountID,Identifier,0..1
3840,54810,,,not,/Invoice/cac:AccountingCustomerParty/cbc:SupplierAssignedAccountID,2,cbc:SupplierAssignedAccountID,Identifier,0..1
3850,54820,,,not,/Invoice/cac:AccountingCustomerParty/cbc:AdditionalAccountID,2,cbc:AdditionalAccountID,Identifier,0..n
3860,54830,1800,0,,/Invoice/cac:AccountingCustomerParty/cac:Party,2,cac:Party,PartyType,0..1
3870,54840,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:MarkCareIndicator,3,cbc:MarkCareIndicator,Indicator,0..1
3880,54850,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:MarkAttentionIndicator,3,cbc:MarkAttentionIndicator,Indicator,0..1
3890,54860,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:WebsiteURI,3,cbc:WebsiteURI,Identifier,0..1
3900,54870,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:LogoReferenceID,3,cbc:LogoReferenceID,Identifier,0..1
3910,54880,1810,ibt-049,,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID,3,cbc:EndpointID,Identifier,0..1
3920,54890,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:IndustryClassificationCode,3,cbc:IndustryClassificationCode,Code,0..1
3930,54900,1830,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification,3,cac:PartyIdentification,PartyIdentificationType,0..n
3940,54910,1840,ibt-046,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID,4,cbc:ID,Identifier,1..1
3950,54920,1860,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName,3,cac:PartyName,PartyNameType,0..n
3960,54930,1870,ibt-045,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name,4,cbc:Name,Name,1..1
3970,54940,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Language,3,cac:Language,LanguageType,0..1
3980,54980,1880,ibg-08,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress,3,cac:PostalAddress,AddressType,0..1
3990,54990,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:ID,4,cbc:ID,Identifier,0..1
4000,55000,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AddressTypeCode,4,cbc:AddressTypeCode,Code,0..1
4010,55010,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AddressFormatCode,4,cbc:AddressFormatCode,Code,0..1
4020,55020,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:Postbox,4,cbc:Postbox,Text,0..1
4030,55030,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:Floor,4,cbc:Floor,Text,0..1
4040,55040,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:Room,4,cbc:Room,Text,0..1
4050,55050,1890,ibt-050,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName,4,cbc:StreetName,Name,0..1
4060,55060,1900,ibt-051,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName,4,cbc:AdditionalStreetName,Name,0..1
4070,55070,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:BlockName,4,cbc:BlockName,Name,0..1
4080,55080,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:BuildingName,4,cbc:BuildingName,Name,0..1
4090,55090,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:BuildingNumber,4,cbc:BuildingNumber,Text,0..1
4100,55100,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:InhouseMail,4,cbc:InhouseMail,Text,0..1
4110,55110,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:Department,4,cbc:Department,Text,0..1
4120,55120,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:MarkAttention,4,cbc:MarkAttention,Text,0..1
4130,55130,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:MarkCare,4,cbc:MarkCare,Text,0..1
4140,55140,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PlotIdentification,4,cbc:PlotIdentification,Text,0..1
4150,55150,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CitySubdivisionName,4,cbc:CitySubdivisionName,Name,0..1
4160,55160,1910,ibt-052,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName,4,cbc:CityName,Name,0..1
4170,55170,1920,ibt-053,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone,4,cbc:PostalZone,Text,0..1
4180,55180,1930,ibt-054,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity,4,cbc:CountrySubentity,Text,0..1
4190,55190,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentityCode,4,cbc:CountrySubentityCode,Code,0..1
4200,55200,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:Region,4,cbc:Region,Text,0..1
4210,55210,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:District,4,cbc:District,Text,0..1
4220,55220,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:TimezoneOffset,4,cbc:TimezoneOffset,Text,0..1
4230,55230,1940,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine,4,cac:AddressLine,AddressLineType,0..n
4240,55240,1950,ibt-163,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:AddressLine/cbc:Line,5,cbc:Line,Text,1..1
4250,55250,1960,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country,4,cac:Country,CountryType,0..1
4260,55260,1970,ibt-055,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode,5,cbc:IdentificationCode,Code,0..1
4270,55280,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:LocationCoordinate,4,cac:LocationCoordinate,LocationCoordinateType,0..n
4280,55370,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PhysicalLocation,3,cac:PhysicalLocation,LocationType,0..1
4290,55920,1980,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme,3,cac:PartyTaxScheme,PartyTaxSchemeType,0..n
4300,55930,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:RegistrationName,4,cbc:RegistrationName,Name,0..1
4310,55940,1990,ibt-048,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID,4,cbc:CompanyID,Identifier,0..1
4320,55950,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:TaxLevelCode,4,cbc:TaxLevelCode,Code,0..1
4330,55960,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:ExemptionReasonCode,4,cbc:ExemptionReasonCode,Code,0..1
4340,55970,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:ExemptionReason,4,cbc:ExemptionReason,Text,0..n
4350,55980,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:RegistrationAddress,4,cac:RegistrationAddress,AddressType,0..1
4360,56260,2000,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme,4,cac:TaxScheme,TaxSchemeType,1..1
4370,56270,2010,ibt-048-1,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,5,cbc:ID,Identifier,0..1
4380,56320,2020,0,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity,3,cac:PartyLegalEntity,PartyLegalEntityType,0..n
4390,56330,2030,ibt-044,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName,4,cbc:RegistrationName,Name,0..1
4400,56340,2040,ibt-047,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyID,4,cbc:CompanyID,Identifier,0..1
4410,56350,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationDate,4,cbc:RegistrationDate,Date,0..1
4420,56360,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationExpirationDate,4,cbc:RegistrationExpirationDate,Date,0..1
4430,56370,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalFormCode,4,cbc:CompanyLegalFormCode,Code,0..1
4440,56380,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLegalForm,4,cbc:CompanyLegalForm,Text,0..1
4450,56390,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator,4,cbc:SoleProprietorshipIndicator,Indicator,0..1
4460,56400,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode,4,cbc:CompanyLiquidationStatusCode,Code,0..1
4470,56410,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:CorporateStockAmount,4,cbc:CorporateStockAmount,Amount,0..1
4480,56420,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator,4,cbc:FullyPaidSharesIndicator,Indicator,0..1
4490,56430,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cac:RegistrationAddress,4,cac:RegistrationAddress,AddressType,0..1
4500,56710,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cac:CorporateRegistrationScheme,4,cac:CorporateRegistrationScheme,CorporateRegistrationSchemeType,0..1
4510,56760,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cac:ShareholderParty,4,cac:ShareholderParty,ShareholderPartyType,0..n
4520,56780,2060,ibg-09,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact,3,cac:Contact,ContactType,0..1
4530,56790,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ID,4,cbc:ID,Identifier,0..1
4540,56800,2070,ibt-056,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Name,4,cbc:Name,Name,0..1
4550,56810,2080,ibt-057,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Telephone,4,cbc:Telephone,Text,0..1
4560,56820,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Telefax,4,cbc:Telefax,Text,0..1
4570,56830,2090,ibt-058,,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail,4,cbc:ElectronicMail,Text,0..1
4580,56840,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Note,4,cbc:Note,Text,0..n
4590,56850,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cac:OtherCommunication,4,cac:OtherCommunication,CommunicationType,0..n
4600,56890,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Person,3,cac:Person,PersonType,0..n
4610,58010,,,not,/Invoice/cac:AccountingCustomerParty/cac:Party/cac:FinancialAccount,3,cac:FinancialAccount,FinancialAccountType,0..1
4620,58170,,,not,/Invoice/cac:AccountingCustomerParty/cac:DeliveryContact,2,cac:DeliveryContact,ContactType,0..1
4630,58280,,,not,/Invoice/cac:AccountingCustomerParty/cac:AccountingContact,2,cac:AccountingContact,ContactType,0..1
4640,58390,,,not,/Invoice/cac:AccountingCustomerParty/cac:BuyerContact,2,cac:BuyerContact,ContactType,0..1
4650,58500,2100,ibg-10,,/Invoice/cac:PayeeParty,1,cac:PayeeParty,PartyType,0..1
4660,58510,,,not,/Invoice/cac:PayeeParty/cbc:MarkCareIndicator,2,cbc:MarkCareIndicator,Indicator,0..1
4670,58520,,,not,/Invoice/cac:PayeeParty/cbc:MarkAttentionIndicator,2,cbc:MarkAttentionIndicator,Indicator,0..1
4680,58530,,,not,/Invoice/cac:PayeeParty/cbc:WebsiteURI,2,cbc:WebsiteURI,Identifier,0..1
4690,58540,,,not,/Invoice/cac:PayeeParty/cbc:LogoReferenceID,2,cbc:LogoReferenceID,Identifier,0..1
4700,58550,,,not,/Invoice/cac:PayeeParty/cbc:EndpointID,2,cbc:EndpointID,Identifier,0..1
4710,58560,,,not,/Invoice/cac:PayeeParty/cbc:IndustryClassificationCode,2,cbc:IndustryClassificationCode,Code,0..1
4720,58570,2110,0,,/Invoice/cac:PayeeParty/cac:PartyIdentification,2,cac:PartyIdentification,PartyIdentificationType,0..n
4730,58580,2120,ibt-060,,/Invoice/cac:PayeeParty/cac:PartyIdentification/cbc:ID,3,cbc:ID,Identifier,1..1
4740,58590,2130,0,,/Invoice/cac:PayeeParty/cac:PartyName,2,cac:PartyName,PartyNameType,0..n
4750,58600,2140,ibt-059,,/Invoice/cac:PayeeParty/cac:PartyName/cbc:Name,3,cbc:Name,Name,1..1
4760,58610,,,not,/Invoice/cac:PayeeParty/cac:Language,2,cac:Language,LanguageType,0..1
4770,58650,,,not,/Invoice/cac:PayeeParty/cac:PostalAddress,2,cac:PostalAddress,AddressType,0..1
4780,59040,,,not,/Invoice/cac:PayeeParty/cac:PhysicalLocation,2,cac:PhysicalLocation,LocationType,0..1
4790,59700,,,not,/Invoice/cac:PayeeParty/cac:PartyTaxScheme,2,cac:PartyTaxScheme,PartyTaxSchemeType,0..n
4800,60480,2160,0,,/Invoice/cac:PayeeParty/cac:PartyLegalEntity,2,cac:PartyLegalEntity,PartyLegalEntityType,0..n
4810,60490,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:RegistrationName,3,cbc:RegistrationName,Name,0..1
4820,60500,2170,ibt-061,,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID,3,cbc:CompanyID,Identifier,0..1
4830,60510,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:RegistrationDate,3,cbc:RegistrationDate,Date,0..1
4840,60520,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:RegistrationExpirationDate,3,cbc:RegistrationExpirationDate,Date,0..1
4850,60530,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyLegalFormCode,3,cbc:CompanyLegalFormCode,Code,0..1
4860,60540,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyLegalForm,3,cbc:CompanyLegalForm,Text,0..1
4870,60550,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator,3,cbc:SoleProprietorshipIndicator,Indicator,0..1
4880,60560,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode,3,cbc:CompanyLiquidationStatusCode,Code,0..1
4890,60570,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CorporateStockAmount,3,cbc:CorporateStockAmount,Amount,0..1
4900,60580,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator,3,cbc:FullyPaidSharesIndicator,Indicator,0..1
4910,60590,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cac:RegistrationAddress,3,cac:RegistrationAddress,AddressType,0..1
4920,60980,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme,3,cac:CorporateRegistrationScheme,CorporateRegistrationSchemeType,0..1
4930,61300,,,not,/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cac:ShareholderParty,3,cac:ShareholderParty,ShareholderPartyType,0..n
4940,61320,,,not,/Invoice/cac:PayeeParty/cac:Contact,2,cac:Contact,ContactType,0..1
4950,61430,,,not,/Invoice/cac:PayeeParty/cac:Person,2,cac:Person,PersonType,0..n
4960,62560,,,not,/Invoice/cac:PayeeParty/cac:AgentParty,2,cac:AgentParty,PartyType,0..1
4970,62570,,,not,/Invoice/cac:PayeeParty/cac:ServiceProviderParty,2,cac:ServiceProviderParty,ServiceProviderPartyType,0..n
