seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
5680	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/BldgNm
5690	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/Flr
5700	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/PstBx
5710	6		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/Room
5720	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/PstCd
5730	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/TwnNm
5740	6		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/TwnLctnNm
5750	6		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/DstrctNm
5760	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/CtrySubDvsn
5770	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/Ctry
5780	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/AdrLine
5790	3		Credit Transfer Transaction Information	CdtTrfTxInf	CreditTransferTransaction54		1..n	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf
5800	4		Payment Identification	PmtId	PaymentIdentification6		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId
5810	5		Instruction Identification	InstrId	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId/InstrId
5820	5		End To End Identification	EndToEndId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId/EndToEndId
5830	5		UETR	UETR	UUIDv4Identifier (xs:string)	[a-f0-9]{8}-[a-f0-9]{4}-4[a-f0-9]{3}-[89ab][a-f0-9]{3}-[a-f0-9]{12}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId/UETR
5840	4		Payment Type Information	PmtTpInf	PaymentTypeInformation26		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf
5850	5		Instruction Priority	InstrPrty	Priority2Code (xs:string)	HIGH NORM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/InstrPrty
5860	5		Service Level	SvcLvl	ServiceLevel8Choice		0..n	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/SvcLvl
5870	6	 ----- Chc	Code	Cd	ExternalServiceLevel1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/SvcLvl/Cd
5880	6	 ----- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/SvcLvl/Prtry
5890	5		Local Instrument	LclInstrm	LocalInstrument2Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/LclInstrm
5900	6	 ----- Chc	Code	Cd	ExternalLocalInstrument1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/LclInstrm/Cd
5910	6	 ----- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/LclInstrm/Prtry
5920	5		Category Purpose	CtgyPurp	CategoryPurpose1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/CtgyPurp
5930	6	 ----- Chc	Code	Cd	ExternalCategoryPurpose1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/CtgyPurp/Cd
5940	6	 ----- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/CtgyPurp/Prtry
5950	4		Amount	Amt	AmountType4Choice		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/Amt
5960	5	 ---- Chc	Instructed Amount	InstdAmt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/Amt/InstdAmt
5970	5	 ---- Chc	Equivalent Amount	EqvtAmt	EquivalentAmount2		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/Amt/EqvtAmt
5980	6		Amount	Amt	ActiveOrHistoricCurrencyAndAmount (ActiveOrHistoricCurrencyAndAmount_SimpleType (xs:decimal) @Ccy (ActiveOrHistoricCurrencyCode:required))		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/Amt/EqvtAmt/Amt
5990	6		Currency Of Transfer	CcyOfTrf	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/Amt/EqvtAmt/CcyOfTrf
6000	4		Exchange Rate Information	XchgRateInf	ExchangeRate1		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/XchgRateInf
6010	5		Unit Currency	UnitCcy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/XchgRateInf/UnitCcy
6020	5		Exchange Rate	XchgRate	BaseOneRate (xs:decimal)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/XchgRateInf/XchgRate
6030	5		Rate Type	RateTp	ExchangeRateType1Code (xs:string)	SPOT SALE AGRD	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/XchgRateInf/RateTp
6040	5		Contract Identification	CtrctId	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/XchgRateInf/CtrctId
6050	4		Charge Bearer	ChrgBr	ChargeBearerType1Code (xs:string)	DEBT CRED SHAR SLEV	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChrgBr
6060	4		Mandate Related Information	MndtRltdInf	CreditTransferMandateData1		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf
6070	5		Mandate Identification	MndtId	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/MndtId
6080	5		Type	Tp	MandateTypeInformation2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp
6090	6		Service Level	SvcLvl	ServiceLevel8Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/SvcLvl
6100	7	 ------ Chc	Code	Cd	ExternalServiceLevel1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/SvcLvl/Cd
6110	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/SvcLvl/Prtry
6120	6		Local Instrument	LclInstrm	LocalInstrument2Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/LclInstrm
6130	7	 ------ Chc	Code	Cd	ExternalLocalInstrument1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/LclInstrm/Cd
6140	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/LclInstrm/Prtry
6150	6		Category Purpose	CtgyPurp	CategoryPurpose1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/CtgyPurp
6160	7	 ------ Chc	Code	Cd	ExternalCategoryPurpose1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/CtgyPurp/Cd
6170	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/CtgyPurp/Prtry
6180	6		Classification	Clssfctn	MandateClassification1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/Clssfctn
6190	7	 ------ Chc	Code	Cd	MandateClassification1Code (xs:string)	FIXE USGB VARI	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/Clssfctn/Cd
6200	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Tp/Clssfctn/Prtry
6210	5		Date Of Signature	DtOfSgntr	ISODate (xs:date)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/DtOfSgntr
6220	5		Date Of Verification	DtOfVrfctn	ISODateTime (xs:dateTime)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/DtOfVrfctn
6230	5		Electronic Signature	ElctrncSgntr	Max10KBinary (xs:base64Binary)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/ElctrncSgntr
6240	5		First Payment Date	FrstPmtDt	ISODate (xs:date)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/FrstPmtDt
6250	5		Final Payment Date	FnlPmtDt	ISODate (xs:date)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/FnlPmtDt
6260	5		Frequency	Frqcy	Frequency36Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy
6270	6	 ----- Chc	Type	Tp	Frequency6Code (xs:string)	YEAR MNTH QURT MIAN WEEK DAIL ADHO INDA FRTN	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/Tp
6280	6	 ----- Chc	Period	Prd	FrequencyPeriod1		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/Prd
6290	7		Type	Tp	Frequency6Code (xs:string)	YEAR MNTH QURT MIAN WEEK DAIL ADHO INDA FRTN	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/Prd/Tp
6300	7		Count Per Period	CntPerPrd	DecimalNumber (xs:decimal)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/Prd/CntPerPrd
6310	6	 ----- Chc	Point In Time	PtInTm	FrequencyAndMoment1		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/PtInTm
6320	7		Type	Tp	Frequency6Code (xs:string)	YEAR MNTH QURT MIAN WEEK DAIL ADHO INDA FRTN	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/PtInTm/Tp
6330	7		Point In Time	PtInTm	Exact2NumericText (xs:string)	[0-9]{2}	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Frqcy/PtInTm/PtInTm
6340	5		Reason	Rsn	MandateSetupReason1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Rsn
6350	6	 ----- Chc	Code	Cd	ExternalMandateSetupReason1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Rsn/Cd
6360	6	 ----- Chc	Proprietary	Prtry	Max70Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/MndtRltdInf/Rsn/Prtry
6370	4		Cheque Instruction	ChqInstr	Cheque11		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr
6380	5		Cheque Type	ChqTp	ChequeType2Code (xs:string)	CCHQ CCCH BCHQ DRFT ELDR	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqTp
6390	5		Cheque Number	ChqNb	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqNb
6400	5		Cheque From	ChqFr	NameAndAddress16		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr
6410	6		Name	Nm	Max140Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Nm
6420	6		Address	Adr	PostalAddress24		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr
6430	7		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrTp
6440	8	 ------- Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrTp/Cd
6450	8	 ------- Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrTp/Prtry
6460	9		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrTp/Prtry/Id
6470	9		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrTp/Prtry/Issr
6480	9		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrTp/Prtry/SchmeNm
6490	7		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/Dept
6500	7		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/SubDept
6510	7		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/StrtNm
6520	7		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/BldgNb
6530	7		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/BldgNm
6540	7		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/Flr
6550	7		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/PstBx
6560	7		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/Room
6570	7		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/PstCd
6580	7		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/TwnNm
6590	7		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/TwnLctnNm
6600	7		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/DstrctNm
6610	7		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/CtrySubDvsn
6620	7		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/Ctry
6630	7		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqFr/Adr/AdrLine
6640	5		Delivery Method	DlvryMtd	ChequeDeliveryMethod1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvryMtd
6650	6	 ----- Chc	Code	Cd	ChequeDelivery1Code (xs:string)	MLDB MLCD MLFA CRDB CRCD CRFA PUDB PUCD PUFA RGDB RGCD RGFA	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvryMtd/Cd
6660	6	 ----- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvryMtd/Prtry
6670	5		Deliver To	DlvrTo	NameAndAddress16		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo
6680	6		Name	Nm	Max140Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Nm
6690	6		Address	Adr	PostalAddress24		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr
6700	7		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrTp
6710	8	 ------- Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrTp/Cd
6720	8	 ------- Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrTp/Prtry
6730	9		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrTp/Prtry/Id
6740	9		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrTp/Prtry/Issr
6750	9		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrTp/Prtry/SchmeNm
6760	7		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/Dept
6770	7		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/SubDept
6780	7		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/StrtNm
6790	7		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/BldgNb
6800	7		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/BldgNm
6810	7		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/Flr
6820	7		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/PstBx
6830	7		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/Room
6840	7		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/PstCd
6850	7		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/TwnNm
6860	7		Town Location Name	TwnLctnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/TwnLctnNm
6870	7		District Name	DstrctNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/DstrctNm
6880	7		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/CtrySubDvsn
6890	7		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/Ctry
6900	7		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/DlvrTo/Adr/AdrLine
6910	5		Instruction Priority	InstrPrty	Priority2Code (xs:string)	HIGH NORM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/InstrPrty
6920	5		Cheque Maturity Date	ChqMtrtyDt	ISODate (xs:date)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/ChqMtrtyDt
6930	5		Forms Code	FrmsCd	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/FrmsCd
6940	5		Memo Field	MemoFld	Max35Text (xs:string)		0..2	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/MemoFld
6950	5		Regional Clearing Zone	RgnlClrZone	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/RgnlClrZone
6960	5		Print Location	PrtLctn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/PrtLctn
6970	5		Signature	Sgntr	Max70Text (xs:string)		0..5	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/ChqInstr/Sgntr
6980	4		Ultimate Debtor	UltmtDbtr	PartyIdentification135		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr
6990	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/Nm
7000	5		Postal Address	PstlAdr	PostalAddress24		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr
7010	6		Address Type	AdrTp	AddressType3Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/AdrTp
7020	7	 ------ Chc	Code	Cd	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/AdrTp/Cd
7030	7	 ------ Chc	Proprietary	Prtry	GenericIdentification30		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/AdrTp/Prtry
7040	8		Identification	Id	Exact4AlphaNumericText (xs:string)	[a-zA-Z0-9]{4}	1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/AdrTp/Prtry/Id
7050	8		Issuer	Issr	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/AdrTp/Prtry/Issr
7060	8		Scheme Name	SchmeNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/AdrTp/Prtry/SchmeNm
7070	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/Dept
7080	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/SubDept
7090	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/StrtNm
7100	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/BldgNb
7110	6		Building Name	BldgNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/BldgNm
7120	6		Floor	Flr	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/Flr
7130	6		Post Box	PstBx	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/PstBx
7140	6		Room	Room	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/Room
7150	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/PstCd
7160	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/UltmtDbtr/PstlAdr/TwnNm
