seq	level	option	name	abbreviation	datatype	enumeration/pattern	occurrence	XPath
2670	4		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Ccy
2680	4		Name	Nm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAcct/Nm
2690	3		Debtor Agent	DbtrAgt	BranchAndFinancialInstitutionIdentification4		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt
2700	4		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification7		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId
2710	5		BIC	BIC	BICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/BIC
2720	5		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/ClrSysMmbId
2730	6		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/ClrSysMmbId/ClrSysId
2740	7	 ------ Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd
2750	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
2760	6		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/ClrSysMmbId/MmbId
2770	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Nm
2780	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr
2790	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/AdrTp
2800	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/Dept
2810	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/SubDept
2820	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/StrtNm
2830	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/BldgNb
2840	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/PstCd
2850	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/TwnNm
2860	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/CtrySubDvsn
2870	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/Ctry
2880	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/PstlAdr/AdrLine
2890	5		Other	Othr	GenericFinancialIdentification1		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Othr
2900	6		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Othr/Id
2910	6		Scheme Name	SchmeNm	FinancialIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Othr/SchmeNm
2920	7	 ------ Chc	Code	Cd	ExternalFinancialInstitutionIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Othr/SchmeNm/Cd
2930	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Othr/SchmeNm/Prtry
2940	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/FinInstnId/Othr/Issr
2950	4		Branch Identification	BrnchId	BranchData2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId
2960	5		Identification	Id	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/Id
2970	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/Nm
2980	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr
2990	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/AdrTp
3000	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/Dept
3010	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/SubDept
3020	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/StrtNm
3030	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/BldgNb
3040	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/PstCd
3050	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/TwnNm
3060	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/CtrySubDvsn
3070	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/Ctry
3080	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgt/BrnchId/PstlAdr/AdrLine
3090	3		Debtor Agent Account	DbtrAgtAcct	CashAccount16		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct
3100	4		Identification	Id	AccountIdentification4Choice		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id
3110	5	 ---- Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/IBAN
3120	5	 ---- Chc	Other	Othr	GenericAccountIdentification1		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/Othr
3130	6		Identification	Id	Max34Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/Othr/Id
3140	6		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/Othr/SchmeNm
3150	7	 ------ Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/Othr/SchmeNm/Cd
3160	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/Othr/SchmeNm/Prtry
3170	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Id/Othr/Issr
3180	4		Type	Tp	CashAccountType2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Tp
3190	5	 ---- Chc	Code	Cd	CashAccountType4Code (xs:string)	CASH CHAR COMM TAXE CISH TRAS SACC CACC SVGS ONDP MGLD NREX MOMA LOAN SLRY ODFT	1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Tp/Cd
3200	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Tp/Prtry
3210	4		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Ccy
3220	4		Name	Nm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/DbtrAgtAcct/Nm
3230	3		Ultimate Debtor	UltmtDbtr	PartyIdentification32		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr
3240	4		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Nm
3250	4		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr
3260	5		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/AdrTp
3270	5		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/Dept
3280	5		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/SubDept
3290	5		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/StrtNm
3300	5		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/BldgNb
3310	5		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/PstCd
3320	5		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/TwnNm
3330	5		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/CtrySubDvsn
3340	5		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/Ctry
3350	5		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/PstlAdr/AdrLine
3360	4		Identification	Id	Party6Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id
3370	5	 ---- Chc	Organisation Identification	OrgId	OrganisationIdentification4		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId
3380	6		BIC Or BEI	BICOrBEI	AnyBICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/BICOrBEI
3390	6		Other	Othr	GenericOrganisationIdentification1		0..n	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr
3400	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/Id
3410	7		Scheme Name	SchmeNm	OrganisationIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/SchmeNm
3420	8	 ------- Chc	Code	Cd	ExternalOrganisationIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/SchmeNm/Cd
3430	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/SchmeNm/Prtry
3440	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/OrgId/Othr/Issr
3450	5	 ---- Chc	Private Identification	PrvtId	PersonIdentification5		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId
3460	6		Date And Place Of Birth	DtAndPlcOfBirth	DateAndPlaceOfBirth		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/DtAndPlcOfBirth
3470	7		Birth Date	BirthDt	ISODate (xs:date)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/DtAndPlcOfBirth/BirthDt
3480	7		Province Of Birth	PrvcOfBirth	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/DtAndPlcOfBirth/PrvcOfBirth
3490	7		City Of Birth	CityOfBirth	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/DtAndPlcOfBirth/CityOfBirth
3500	7		Country Of Birth	CtryOfBirth	CountryCode (xs:string)	[A-Z]{2,2}	1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/DtAndPlcOfBirth/CtryOfBirth
3510	6		Other	Othr	GenericPersonIdentification1		0..n	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/Othr
3520	7		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/Othr/Id
3530	7		Scheme Name	SchmeNm	PersonIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/Othr/SchmeNm
3540	8	 ------- Chc	Code	Cd	ExternalPersonIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/Othr/SchmeNm/Cd
3550	8	 ------- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/Othr/SchmeNm/Prtry
3560	7		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/Id/PrvtId/Othr/Issr
3570	4		Country Of Residence	CtryOfRes	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtryOfRes
3580	4		Contact Details	CtctDtls	ContactDetails2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls
3590	5		Name Prefix	NmPrfx	NamePrefix1Code (xs:string)	DOCT MIST MISS MADM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/NmPrfx
3600	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/Nm
3610	5		Phone Number	PhneNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/PhneNb
3620	5		Mobile Number	MobNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/MobNb
3630	5		Fax Number	FaxNb	PhoneNumber (xs:string)	\+[0-9]{1,3}-[0-9()+\-]{1,30}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/FaxNb
3640	5		Email Address	EmailAdr	Max2048Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/EmailAdr
3650	5		Other	Othr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/UltmtDbtr/CtctDtls/Othr
3660	3		Charge Bearer	ChrgBr	ChargeBearerType1Code (xs:string)	DEBT CRED SHAR SLEV	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgBr
3670	3		Charges Account	ChrgsAcct	CashAccount16		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct
3680	4		Identification	Id	AccountIdentification4Choice		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id
3690	5	 ---- Chc	IBAN	IBAN	IBAN2007Identifier (xs:string)	[A-Z]{2,2}[0-9]{2,2}[a-zA-Z0-9]{1,30}	1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/IBAN
3700	5	 ---- Chc	Other	Othr	GenericAccountIdentification1		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/Othr
3710	6		Identification	Id	Max34Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/Othr/Id
3720	6		Scheme Name	SchmeNm	AccountSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/Othr/SchmeNm
3730	7	 ------ Chc	Code	Cd	ExternalAccountIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/Othr/SchmeNm/Cd
3740	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/Othr/SchmeNm/Prtry
3750	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Id/Othr/Issr
3760	4		Type	Tp	CashAccountType2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Tp
3770	5	 ---- Chc	Code	Cd	CashAccountType4Code (xs:string)	CASH CHAR COMM TAXE CISH TRAS SACC CACC SVGS ONDP MGLD NREX MOMA LOAN SLRY ODFT	1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Tp/Cd
3780	5	 ---- Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Tp/Prtry
3790	4		Currency	Ccy	ActiveOrHistoricCurrencyCode (xs:string)	[A-Z]{3,3}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Ccy
3800	4		Name	Nm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcct/Nm
3810	3		Charges Account Agent	ChrgsAcctAgt	BranchAndFinancialInstitutionIdentification4		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt
3820	4		Financial Institution Identification	FinInstnId	FinancialInstitutionIdentification7		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId
3830	5		BIC	BIC	BICIdentifier (xs:string)	[A-Z]{6,6}[A-Z2-9][A-NP-Z0-9]([A-Z0-9]{3,3}){0,1}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/BIC
3840	5		Clearing System Member Identification	ClrSysMmbId	ClearingSystemMemberIdentification2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/ClrSysMmbId
3850	6		Clearing System Identification	ClrSysId	ClearingSystemIdentification2Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/ClrSysMmbId/ClrSysId
3860	7	 ------ Chc	Code	Cd	ExternalClearingSystemIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/ClrSysMmbId/ClrSysId/Cd
3870	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
3880	6		Member Identification	MmbId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/ClrSysMmbId/MmbId
3890	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Nm
3900	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr
3910	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/AdrTp
3920	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/Dept
3930	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/SubDept
3940	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/StrtNm
3950	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/BldgNb
3960	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/PstCd
3970	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/TwnNm
3980	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/CtrySubDvsn
3990	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/Ctry
4000	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/PstlAdr/AdrLine
4010	5		Other	Othr	GenericFinancialIdentification1		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Othr
4020	6		Identification	Id	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Othr/Id
4030	6		Scheme Name	SchmeNm	FinancialIdentificationSchemeName1Choice		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Othr/SchmeNm
4040	7	 ------ Chc	Code	Cd	ExternalFinancialInstitutionIdentification1Code (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Othr/SchmeNm/Cd
4050	7	 ------ Chc	Proprietary	Prtry	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Othr/SchmeNm/Prtry
4060	6		Issuer	Issr	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/FinInstnId/Othr/Issr
4070	4		Branch Identification	BrnchId	BranchData2		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId
4080	5		Identification	Id	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/Id
4090	5		Name	Nm	Max140Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/Nm
4100	5		Postal Address	PstlAdr	PostalAddress6		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr
4110	6		Address Type	AdrTp	AddressType2Code (xs:string)	ADDR PBOX HOME BIZZ MLTO DLVY	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/AdrTp
4120	6		Department	Dept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/Dept
4130	6		Sub Department	SubDept	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/SubDept
4140	6		Street Name	StrtNm	Max70Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/StrtNm
4150	6		Building Number	BldgNb	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/BldgNb
4160	6		Post Code	PstCd	Max16Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/PstCd
4170	6		Town Name	TwnNm	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/TwnNm
4180	6		Country Sub Division	CtrySubDvsn	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/CtrySubDvsn
4190	6		Country	Ctry	CountryCode (xs:string)	[A-Z]{2,2}	0..1	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/Ctry
4200	6		Address Line	AdrLine	Max70Text (xs:string)		0..7	/Document/CstmrCdtTrfInitn/PmtInf/ChrgsAcctAgt/BrnchId/PstlAdr/AdrLine
4210	3		Credit Transfer Transaction Information	CdtTrfTxInf	CreditTransferTransactionInformation10		1..n	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf
4220	4		Payment Identification	PmtId	PaymentIdentification1		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId
4230	5		Instruction Identification	InstrId	Max35Text (xs:string)		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId/InstrId
4240	5		End To End Identification	EndToEndId	Max35Text (xs:string)		1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtId/EndToEndId
4250	4		Payment Type Information	PmtTpInf	PaymentTypeInformation19		0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf
4260	5		Instruction Priority	InstrPrty	Priority2Code (xs:string)	HIGH NORM	0..1	/Document/CstmrCdtTrfInitn/PmtInf/CdtTrfTxInf/PmtTpInf/InstrPrty
